CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	z_score
1	ENSG00000180287.16	PLD5	242082985	242524696	664	0.28313094260810506
15	ENSG00000180304.14	OAZ2	64687572	64703281	330	-0.6123388795245881
6	ENSG00000180316.12	PNPLA1	36243202	36312229	377	-0.6200404275216399
4	ENSG00000180346.3	TIGD2	89111499	89114899	408	-0.5513413250101225
3	ENSG00000180353.10	HCLS1	121631398	121660927	675	0.8532290302763064
7	ENSG00000180354.15	MTURN	30134809	30162762	678	0.3209237045467362
15	ENSG00000180357.9	ZNF609	64460741	64686068	500	-0.5459735402128494
3	ENSG00000180370.10	PAK2	196739856	196832647	763	-0.06627086397215155
3	ENSG00000180376.16	CCDC66	56557160	56619901	584	-0.22205897849932724
20	ENSG00000180383.3	DEFB124	31465505	31473038	340	-0.014562845282824772
3	ENSG00000180385.8	EMC3-AS1	9987120	10005244	365	-0.25721613063900045
2	ENSG00000180398.11	MCFD2	46901869	46941855	665	0.7343036728630405
16	ENSG00000180422.3	LINC00304	89159145	89164245	248	-0.5713622965322092
3	ENSG00000180432.5	CYP8B1	42856004	42876165	529	-0.32810641850727645
9	ENSG00000180447.6	GAS1	86944362	86947189	108	-0.7563608832392986
19	ENSG00000180448.10	ARHGAP45	1065922	1086578	721	0.8319241608890718
19	ENSG00000180479.13	ZNF571	37554781	37594790	616	-0.4530916925600367
10	ENSG00000180525.11	PRR26	649947	669581	126	-0.4938293450393406
21	ENSG00000180530.10	NRIP1	14961234	15065936	645	-0.098200422356613
6	ENSG00000180573.9	HIST1H2AC	26124144	26139116	643	-0.44719962151715137
17	ENSG00000180616.8	SSTR2	73165011	73176633	345	-0.36346885710556825
17	ENSG00000180626.9	ZNF594	5179535	5191883	466	-0.5847459943493748
10	ENSG00000180628.14	PCGF5	91163011	91284331	592	-0.16077151058016725
17	ENSG00000180638.17	SLC47A2	19678287	19718979	503	-0.16663229530497173
10	ENSG00000180644.7	PRF1	70597347	70602775	541	-0.6299729230108402
1	ENSG00000180667.10	YOD1	207043848	207052980	501	-0.21866723727494086
8	ENSG00000180694.13	TMEM64	90621994	90791549	489	0.07599794117423475
13	ENSG00000180730.4	SHISA2	26044596	26051031	367	0.03809117452693735
16	ENSG00000180747.15	SMG1P3	21446682	21520444	137	-0.6698635805703469
1	ENSG00000180758.11	GPR157	9100304	9129170	557	-0.07021626934790817
11	ENSG00000180773.14	SLC36A4	93144170	93197964	634	-0.3663474798675127
4	ENSG00000180801.13	ARSJ	113900283	113979727	564	-0.3222111494882308
10	ENSG00000180817.11	PPA1	70202829	70233911	528	1.3189961902896803
6	ENSG00000180822.11	PSMG4	3231402	3303373	662	1.1135233479507145
19	ENSG00000180855.15	ZNF443	12429706	12441112	547	0.2312561842815045
1	ENSG00000180875.4	GREM2	240489572	240612149	648	0.5004711358444087
12	ENSG00000180881.19	CAPS2	75275978	75390928	628	-0.4274036187036604
19	ENSG00000180884.9	ZNF792	34956353	34964049	512	-0.5523897204783398
17	ENSG00000180891.12	CUEDC1	57861242	57955323	654	-0.5895067673760541
8	ENSG00000180900.18	SCRIB	143790919	143815379	604	-0.4231454712010783
17	ENSG00000180901.10	KCTD2	75032574	75065889	543	-0.06349569011984364
2	ENSG00000180902.17	D2HGDH	241734578	241768811	756	2.312542270201591
3	ENSG00000180914.10	OXTR	8750407	8769628	436	0.9069479163591071
16	ENSG00000180917.17	CMTR2	71281388	71289715	622	-0.324591251781268
8	ENSG00000180921.6	FAM83H	143723932	143733801	481	-0.4071030329004484
22	ENSG00000180957.17	PITPNB	27851668	27920134	526	-0.3903588056622495
4	ENSG00000181004.9	BBS12	122732701	122744943	466	-0.5994325300071497
7	ENSG00000181016.9	LSMEM1	112481017	112491062	706	-0.015133077378852387
16	ENSG00000181019.12	NQO1	69706995	69726951	432	0.5427175902673905
15	ENSG00000181026.14	AEN	88621295	88632282	600	0.11560593605104487
19	ENSG00000181027.10	FKRP	46746045	46776974	564	0.3937314238714496
19	ENSG00000181029.8	TRAPPC5	7680842	7687703	602	0.7377741020093802
17	ENSG00000181031.15	RPH3AL	212388	386254	821	2.831474575244491
17	ENSG00000181045.14	SLC26A11	80219698	80253500	671	-0.4423456948121429
7	ENSG00000181072.11	CHRM2	136868668	137020255	514	0.6182927164190087
8	ENSG00000181085.14	MAPK15	143716258	143722458	403	1.6936713985143448
9	ENSG00000181090.19	EHMT1	137618962	137870016	629	-0.15601122845420728
22	ENSG00000181123.8	RP4-539M6.14	30475363	30492804	226	1.1486551212943612
6	ENSG00000181126.13	HLA-V	29790953	29797811	454	3.778060873539288
8	ENSG00000181135.15	ZNF707	143684451	143713898	433	-0.09266225457340156
19	ENSG00000181143.15	MUC16	8848843	8981342	261	0.12425917533630393
10	ENSG00000181192.11	DHTKD1	12068971	12123225	655	-0.2346010465145491
4	ENSG00000181215.14	C4orf50	5897372	6018507	91	-0.7445225910658256
7	ENSG00000181220.15	ZNF746	149472793	149497817	620	-0.3119554384865776
17	ENSG00000181222.15	POLR2A	7484365	7514616	681	-0.10619353290147136
12	ENSG00000181234.9	TMEM132C	128267402	128707915	753	0.04371290600231013
3	ENSG00000181322.13	NME9	138261436	138329886	414	-0.4725749176588341
17	ENSG00000181350.11	LRRC75A	16442028	16492153	668	0.9014962368865156
4	ENSG00000181381.13	DDX60L	168356734	168537786	781	1.3710266747302764
19	ENSG00000181392.14	SYNE4	36003309	36008793	168	-0.6160423024772521
17	ENSG00000181396.12	OGFOD3	82389222	82415627	657	0.05529188838031666
17	ENSG00000181409.11	AATK	81117432	81166077	736	0.6866769757196165
7	ENSG00000181444.12	ZNF467	149764181	149773479	370	0.6600371359960764
1	ENSG00000181450.17	ZNF678	227563542	227677443	586	-0.4927170541866633
3	ENSG00000181458.10	TMEM45A	100492618	100577444	579	1.7925450158716396
3	ENSG00000181467.4	RAP2B	153162269	153170620	326	-0.5468132856872695
17	ENSG00000181481.13	RNF135	30968784	30999911	167	0.20480919807878034
17	ENSG00000181513.14	ACBD4	45132599	45144181	619	-0.5212071534906981
17	ENSG00000181523.12	SGSH	80206715	80220915	594	1.6574478990192505
3	ENSG00000181555.20	SETD2	47016428	47163967	466	-0.4672537090871767
6	ENSG00000181577.15	C6orf223	44000579	44005958	94	-0.38288424892549183
17	ENSG00000181610.12	MRPS23	57834780	57850056	603	-0.5473355154599188
14	ENSG00000181619.11	GPR135	59429021	59465342	572	0.2331810684374665
19	ENSG00000181666.17	HKR1	37312836	37369365	612	-0.1711232352032866
3	ENSG00000181722.16	ZBTB20	114329714	115147271	802	-0.3589176181253368
3	ENSG00000181744.8	C3orf58	143971797	144048719	420	-0.3797639180972898
3	ENSG00000181788.3	SIAH2	150741126	150763477	208	-0.22746777113620004
8	ENSG00000181790.10	ADGRB1	142449429	142545009	607	0.003344509271504346
3	ENSG00000181804.14	SLC9A9	143265221	143848531	808	-0.3369288815299426
11	ENSG00000181830.8	SLC35C1	45804071	45813015	649	0.15044070896308573
12	ENSG00000181852.17	RNF41	56202174	56221933	67	-0.5132861342831873
17	ENSG00000181856.14	SLC2A4	7281666	7288251	422	-0.2683242355804453
1	ENSG00000181873.12	IBA57	228165814	228182257	370	-0.19082929200408605
17	ENSG00000181885.18	CLDN7	7259940	7263983	506	0.7357070752451026
19	ENSG00000181894.14	ZNF329	58126251	58155110	498	-0.599845404503553
19	ENSG00000181896.11	ZNF101	19668795	19683509	296	-0.611638231938949
10	ENSG00000181915.4	ADO	62804856	62808483	572	-0.2334502235981957
11	ENSG00000181924.6	COA4	73872666	73876968	406	-0.6680179280542948
16	ENSG00000181938.13	GINS3	58295079	58406144	289	-0.4645095121130596
4	ENSG00000181982.18	CCDC149	24806116	24980148	686	-0.4505975505715079
1	ENSG00000182004.12	SNRPE	203861602	203870550	412	-0.4708896960704122
10	ENSG00000182010.10	RTKN2	62183034	62268707	488	0.06380901266916289
19	ENSG00000182013.17	PNMAL1	46466490	46471563	530	2.3310578321670268
10	ENSG00000182022.17	CHST15	124007665	124093607	744	0.8176602412298606
12	ENSG00000182050.13	MGAT4C	85955665	86601304	257	0.2987319872428354
19	ENSG00000182087.12	TMEM259	1009732	1021179	683	0.7334297141321907
21	ENSG00000182093.14	WRB	39380243	39428528	556	2.048317400323836
11	ENSG00000182103.4	FAM181B	82729940	82733864	391	-0.7672196266395791
1	ENSG00000182109.7	RP11-69E11.4	39522279	39546187	640	4.954831674067548
5	ENSG00000182132.13	KCNIP1	170353486	170736632	808	0.08658136701727563
1	ENSG00000182134.15	TDRKH	151770106	151791416	548	-0.2452404583773113
19	ENSG00000182141.10	ZNF708	21291159	21329425	510	-0.33662993311920336
16	ENSG00000182149.20	IST1	71885232	71931199	659	-0.3316205436649956
9	ENSG00000182150.15	ERCC6L2	95875977	96014571	605	-0.2993659725430935
4	ENSG00000182168.14	UNC5C	95162503	95549128	780	-0.2494034301635175
17	ENSG00000182173.12	TSEN54	75516059	75524739	505	0.0747230800579535
15	ENSG00000182175.13	RGMA	93035272	93089204	790	0.7136553011067085
2	ENSG00000182177.13	ASB18	236194871	236264409	129	-0.2891936953758608
14	ENSG00000182185.18	RAD51B	67819778	68730218	825	1.2292992863761585
X	ENSG00000182195.7	LDOC1	141175744	141177125	139	5.97495817671026
8	ENSG00000182197.10	EXT1	117794489	118111853	802	-0.17117901019078946
11	ENSG00000182208.13	MOB2	1469961	1501247	505	1.104700004524788
X	ENSG00000182220.14	ATP6AP2	40579371	40606848	56	6.024195051649274
17	ENSG00000182224.11	CYB5D1	7857891	7858631	296	-0.4960313803084921
21	ENSG00000182240.15	BACE2	41167800	41282518	793	1.9851569828815756
3	ENSG00000182247.9	UBE2E2	23203019	23591793	670	-0.3396342902818561
15	ENSG00000182253.14	SYNM	99098216	99135593	668	5.020146083955773
2	ENSG00000182263.13	FIGN	163593395	163736012	573	-0.3539136380947158
11	ENSG00000182272.11	B4GALNT4	369803	382116	517	1.8278228651158013
X	ENSG00000182287.13	AP1S2	15825805	15855014	115	0.19198017843833112
8	ENSG00000182307.12	C8orf33	145052377	145056030	309	0.19910625829794426
19	ENSG00000182310.13	SPACA6	51693495	51712387	475	0.05917356693234605
8	ENSG00000182325.10	FBXL6	144355430	144358512	432	-0.29693069138937195
12	ENSG00000182326.14	C1S	6988258	7071032	501	0.19114866790607965
11	ENSG00000182359.14	KBTBD3	106051097	106077488	461	-0.5376598778587216
21	ENSG00000182362.13	YBEY	46286336	46297751	665	0.7548869077999519
8	ENSG00000182372.9	CLN8	1755777	1801711	701	0.8985731562504169
15	ENSG00000182397.14	DNM1P46	99790155	99806927	522	0.3733675790028516
20	ENSG00000182463.15	TSHZ2	52972406	53495330	806	-0.2338361882731632
17	ENSG00000182473.21	EXOC7	76081118	76121576	643	-0.22368105550317946
17	ENSG00000182481.8	KPNA2	68035518	68046842	355	-0.4727146181204901
3	ENSG00000182504.10	CEP97	101723924	101770562	415	-0.6548166945961076
15	ENSG00000182511.11	FES	90883694	90895776	595	0.0774563226704263
14	ENSG00000182512.4	GLRX5	95533629	95544724	665	0.2300144169087109
X	ENSG00000182518.13	FAM104B	55143101	55161310	68	0.08608311966604358
3	ENSG00000182533.6	CAV3	8733799	8841808	691	1.4384677572206634
17	ENSG00000182534.13	MXRA7	76673658	76711016	585	1.297791719896607
4	ENSG00000182552.14	RWDD4	183639634	183659225	592	-0.3226211028628069
17	ENSG00000182557.7	SPNS3	4433687	4488208	663	-0.2313387697880796
3	ENSG00000182568.16	SATB1	18345386	18445588	771	-0.34926615803107164
17	ENSG00000182575.7	NXPH3	49575857	49582290	447	-0.7125549959349317
5	ENSG00000182578.13	CSF1R	150053290	150113372	641	-0.34994471912179936
3	ENSG00000182606.14	TRAK1	42013801	42225889	775	0.4254223537452603
20	ENSG00000182621.17	PLCB1	8077250	8968360	820	-0.15203050472518145
17	ENSG00000182628.12	SKA2	59109950	59155269	539	-0.4768994115414481
7	ENSG00000182648.11	LINC01006	156472195	156640654	738	-0.3653235794948699
11	ENSG00000182667.14	NTM	131370477	132336822	715	1.2765207778095111
21	ENSG00000182670.13	TTC3	37073225	37203112	649	1.2260653821300356
16	ENSG00000182685.7	BRICD5	2209416	2211950	624	-0.5345669975186444
11	ENSG00000182704.7	TSKU	76782250	76798154	551	0.8198305628595173
15	ENSG00000182718.16	ANXA2	60347133	60402883	732	1.003446341167204
14	ENSG00000182732.16	RGS6	71932438	72566529	789	0.2558673773934753
9	ENSG00000182752.9	PAPPA	116153803	116402322	783	-0.35647634051141946
15	ENSG00000182768.8	NGRN	90265658	90278141	592	-0.28793904737366977
10	ENSG00000182771.18	GRID1	85599554	86366493	596	-0.4522714713691782
15	ENSG00000182774.10	RPS17	82536752	82540564	603	1.6318248798509014
12	ENSG00000182796.13	TMEM198B	55829636	55835432	441	-0.6335012963969536
14	ENSG00000182809.10	CRIP2	105472961	105480170	113	0.2098865632757135
1	ENSG00000182827.8	ACBD3	226144678	226186730	512	-0.5256556360387966
16	ENSG00000182831.11	C16orf72	9091647	9121640	674	-0.08862871859831244
5	ENSG00000182836.9	PLCXD3	41306953	41510628	520	-0.4380500977984476
12	ENSG00000182870.12	GALNT9	132196371	132329203	602	0.4194519803106339
16	ENSG00000182885.16	ADGRG3	57668186	57689378	600	-0.19237071669249212
3	ENSG00000182899.14	RPL35A	197949986	197956610	212	-0.4969038848490993
4	ENSG00000182903.15	ZNF721	435769	499156	571	-0.36426791438712375
11	ENSG00000182919.14	C11orf54	93741962	93764749	465	-0.010233986575346514
3	ENSG00000182923.16	CEP63	134486026	134575013	601	-0.29590264746934514
17	ENSG00000182938.4	OTOP3	74935718	74949992	69	-0.5221685815466823
13	ENSG00000182957.15	SPATA13	23979804	24307074	816	1.1009299329004658
17	ENSG00000182963.9	GJC1	44798447	44830816	462	-0.4938293450393406
3	ENSG00000182973.18	CNOT10	32685144	32773875	392	-0.6276816317570532
3	ENSG00000182983.14	ZNF662	42905730	42917641	282	-0.4314227284753006
11	ENSG00000182985.17	CADM1	115169217	115504957	610	2.5012562916685592
19	ENSG00000182986.12	ZNF320	52863789	52897684	727	-0.31137845580603474
17	ENSG00000183011.13	NAA38	7856684	7885238	486	-0.2705266573750084
17	ENSG00000183018.8	SPNS2	4498837	4538896	711	0.5086263058437818
11	ENSG00000183020.13	AP2A2	924893	1012245	728	-0.058249830068322586
2	ENSG00000183023.18	SLC8A1	40097269	40611053	806	0.20770739988961395
14	ENSG00000183032.11	SLC25A21	36679715	36875004	217	-0.4097258044369068
16	ENSG00000183044.11	ABAT	8674564	8784575	795	1.9522745276047453
17	ENSG00000183048.11	SLC25A10	81712235	81721016	622	0.13753877377173498
10	ENSG00000183049.12	CAMK1D	12349481	12835545	814	1.626930804178079
15	ENSG00000183060.15	LYSMD4	99716466	99733561	579	0.3622945847847857
22	ENSG00000183066.14	WBP2NL	41998724	42058353	589	0.5978567444909343
17	ENSG00000183077.15	AFMID	78187316	78207701	697	-0.35823199388871657
14	ENSG00000183092.16	BEGAIN	100537146	100587413	557	2.055455421241835
13	ENSG00000183098.10	GPC6	93227317	94407401	781	0.99421642951838
5	ENSG00000183111.11	ARHGEF37	149551946	149634968	652	2.161365869317248
1	ENSG00000183114.7	FAM43B	20552438	20555010	200	-0.4433146559650038
8	ENSG00000183117.18	CSMD1	2935352	4994972	631	1.1651163254966204
7	ENSG00000183166.10	CALN1	71779490	72447151	281	-0.5761744931113854
19	ENSG00000183186.7	C2CD4C	405437	409170	623	0.9928661072390736
16	ENSG00000183196.8	CHST6	75472051	75495259	457	-0.4303606173254142
19	ENSG00000183207.13	RUVBL2	48993447	49015979	660	-0.4567951155127006
15	ENSG00000183208.12	GDPGP1	90233807	90245811	482	-0.6351433594488758
10	ENSG00000183230.16	CTNNA3	65912517	67696169	785	-0.1484155680938037
11	ENSG00000183242.11	WT1-AS	32435630	32458769	366	-0.14655755341248813
19	ENSG00000183248.11	PRR36	7868718	7874379	325	-0.7144394015426475
21	ENSG00000183255.11	PTTG1IP	44849584	44873903	738	3.7614337367012753
5	ENSG00000183258.11	DDX41	177511576	177517469	405	-0.4817589294899172
12	ENSG00000183283.15	DAZAP2	51238291	51271362	589	-0.06445863775323146
18	ENSG00000183287.13	CCBE1	59430939	59697241	718	0.8674210146869237
1	ENSG00000183291.15	SELENOF	86862444	86914424	321	0.09705697877261787
2	ENSG00000183308.6	AC005037.3	200963377	201009102	253	-0.4680664027599388
8	ENSG00000183309.11	ZNF623	143636012	143656418	490	-0.3588131253936478
5	ENSG00000183323.12	CCDC125	69280174	69332809	581	-0.16007508376311627
1	ENSG00000183386.9	FHL3	37996769	38005606	419	3.1004177596263025
19	ENSG00000183397.5	C19orf71	3539153	3544030	525	-0.20703627158504154
19	ENSG00000183401.11	CCDC159	11344683	11354944	479	-0.5339716664803247
21	ENSG00000183421.11	RIPK4	41739368	41767106	637	0.3621090235368016
4	ENSG00000183439.7	TRIM61	164954445	164977668	478	-0.3472419762853602
16	ENSG00000183454.16	GRIN2A	9753403	10182754	274	0.029515679512300056
14	ENSG00000183484.11	GPR132	105049388	105065445	361	0.4694299390696279
21	ENSG00000183486.12	MX2	41361942	41408943	541	0.15435866335594126
12	ENSG00000183495.13	EP400	131949919	132081102	537	-0.43738835166019335
22	ENSG00000183506.17	PI4KAP2	21473034	21517533	139	-0.4258355653616535
1	ENSG00000183508.4	FAM46C	117605933	117628372	595	-0.08357722124776297
1	ENSG00000183520.11	UTP11	38009257	38024824	333	-0.7169689189800319
21	ENSG00000183527.11	PSMG1	39174768	39183851	564	1.1460778568934866
12	ENSG00000183542.5	KLRC4	10407381	10409757	296	0.4057020624090713
22	ENSG00000183569.17	SERHL2	42553616	42572529	623	1.7838173823428605
21	ENSG00000183570.16	PCBP3	45643693	45942454	682	1.6589345777672733
14	ENSG00000183576.12	SETD3	99397745	99480889	501	-0.3825935993473493
22	ENSG00000183579.15	ZNRF3	28883591	29057487	648	-0.4395124750669354
5	ENSG00000183580.9	FBXL7	15500195	15939795	621	-0.3458355543898889
22	ENSG00000183597.15	TANGO2	20017013	20065878	680	-0.09507961724191942
10	ENSG00000183605.16	SFXN4	119140912	119165667	609	1.4053881084785491
1	ENSG00000183615.5	FAM167B	32247232	32248856	81	-0.31277311179799017
10	ENSG00000183621.15	ZNF438	30820206	31031937	734	-0.05515031888618311
8	ENSG00000183638.5	RP1L1	10606348	10712187	308	-0.6641868008618839
14	ENSG00000183648.9	NDUFB1	92116121	92121917	571	0.2949543428961819
15	ENSG00000183655.12	KLHL25	85759322	85795030	697	0.03453274737515976
8	ENSG00000183665.5	TRMT12	124450819	124462150	532	-0.3308787351221252
5	ENSG00000183666.16	GUSBP1	21341832	21589372	741	0.2793614032318189
2	ENSG00000183671.12	GPR1	206175315	206218047	368	0.1659435048972108
1	ENSG00000183682.7	BMP8A	39491645	39525935	582	4.5660390783694496
11	ENSG00000183695.2	MRGPRX2	19054454	19060681	55	-0.19755550882622167
7	ENSG00000183696.13	UPP1	48088627	48108733	525	1.1747849005129447
11	ENSG00000183715.13	OPCML	132414976	133532519	300	-0.7056651379317205
5	ENSG00000183718.5	TRIM52	181254416	181261118	629	-0.4389079947969722
11	ENSG00000183734.4	ASCL2	2268494	2270952	172	-0.5014084431750251
12	ENSG00000183735.9	TBK1	64455839	64502108	523	-0.5318407683852302
22	ENSG00000183741.11	CBX6	38861449	38872314	563	-0.22407806894192545
7	ENSG00000183742.12	MACC1	20134654	20217404	592	-0.3573031583519439
22	ENSG00000183765.20	CHEK2	28687742	28742422	590	-0.5413335906423253
21	ENSG00000183778.17	B3GALT5	39556441	39673137	650	1.1281559567520183
22	ENSG00000183785.14	TUBA8	18110330	18146554	274	-0.4700409348324478
11	ENSG00000183801.7	OLFML1	7485387	7511377	587	1.2439403620846257
8	ENSG00000183808.11	RBM12B	93731527	93741017	563	-0.4793577100555736
1	ENSG00000183814.15	LIN9	226231148	226309869	421	-0.5433725233514629
22	ENSG00000183822.3	NCF4-AS1	36847371	36870414	364	-0.3308787351221252
6	ENSG00000183826.16	BTBD9	38168450	38640148	809	-0.303686729758931
3	ENSG00000183833.16	MAATS1	119703021	119767102	464	0.6995029232768186
2	ENSG00000183840.6	GPR39	132416573	132646559	496	-0.4747746366216016
1	ENSG00000183853.17	KIRREL	157993272	158100262	708	-0.4330681006634297
22	ENSG00000183864.4	TOB2	41433491	41447023	430	-0.18308632147627868
3	ENSG00000183873.15	SCN5A	38548056	38649673	436	-0.3017270205039077
2	ENSG00000183891.5	TTC32	19896642	19901986	487	-0.1451752679680091
X	ENSG00000183918.15	SH2D1A	124227867	124373197	30	-0.36346885710556825
12	ENSG00000183935.5	HTR7P1	13000419	13004830	436	-0.3959094831166102
X	ENSG00000183943.5	PRKX	3604369	3713608	200	0.8228115830917595
12	ENSG00000183955.12	KMT5A	123383772	123409358	396	-0.09385966615163008
22	ENSG00000183963.18	SMTN	31080449	31104624	689	1.1470289011226915
16	ENSG00000183971.6	NPW	2009925	2020755	309	-0.6203929255575661
3	ENSG00000183977.13	PP2D1	19979960	20012330	656	-0.35025396008179405
1	ENSG00000184005.10	ST6GALNAC3	76074718	76634601	804	-0.30047750192861483
1	ENSG00000184007.18	PTP4A2	31906420	31944856	244	-0.4831440591431297
21	ENSG00000184012.11	TMPRSS2	41464550	41531116	666	0.72169412353232
11	ENSG00000184014.7	DENND5A	9138824	9265390	598	-0.3276088232174319
17	ENSG00000184060.10	ADAP2	30921679	30959322	124	-0.1574151826296056
22	ENSG00000184076.13	UQCR10	29767368	29770413	140	-0.5264194670227836
1	ENSG00000184144.11	CNTN2	205042936	205078284	471	-0.22397483180064
8	ENSG00000184156.16	KCNQ3	132120857	132481019	684	0.02075152838344477
1	ENSG00000184163.3	C1QTNF12	1242452	1246722	191	-0.13892121035053642
4	ENSG00000184178.15	SCFD2	52872981	53366075	776	-0.2641025831199673
2	ENSG00000184182.18	UBE2F	237966826	238042782	573	-0.007536948951315596
17	ENSG00000184185.9	KCNJ12	21376196	21419872	245	-0.6800586135161582
X	ENSG00000184194.5	GPR173	53049090	53080615	112	0.8301443605380343
X	ENSG00000184205.14	TSPYL2	53082366	53088540	47	5.878579612999848
12	ENSG00000184209.14	SNRNP35	123457640	123473154	465	-0.5253681727652532
13	ENSG00000184226.14	PCDH9	66302833	67230445	691	0.17070729569396315
11	ENSG00000184232.8	OAF	120210766	120230332	596	1.6950676062982872
15	ENSG00000184254.16	ALDH1A3	100877713	100916626	570	1.8578052465027888
12	ENSG00000184271.16	POU6F1	51186935	51217708	761	-0.4779839506452881
15	ENSG00000184277.12	TM2D3	101621443	101652391	699	-0.19310504347538085
11	ENSG00000184281.14	TSSC4	2400487	2403878	289	-0.5118723191478212
1	ENSG00000184292.6	TACSTD2	58575422	58577773	506	3.941261168359652
14	ENSG00000184304.14	PRKD1	29576478	30191898	718	-0.3336021436444185
4	ENSG00000184305.14	CCSER1	90127534	91601913	785	-0.31406472314340617
3	ENSG00000184307.14	ZDHHC23	113947900	113965401	675	-0.6169475836434588
1	ENSG00000184313.19	MROH7	54641753	54710266	788	1.3602508180542543
22	ENSG00000184319.15	RPL23AP82	50756947	50801309	710	-0.3088459765981073
5	ENSG00000184347.14	SLIT3	168661732	169301129	791	0.3829314587630218
5	ENSG00000184349.12	EFNA5	107376888	107670895	716	-0.43738835166019335
1	ENSG00000184371.13	CSF1	109910241	109930992	636	0.21331481120517887
11	ENSG00000184384.13	MAML2	95976597	96343180	820	-0.43580303028833217
20	ENSG00000184402.14	SS18L1	62143794	62182484	360	-0.2684143346538592
7	ENSG00000184408.9	KCND2	120273667	120750331	147	-0.6800586135161582
8	ENSG00000184428.12	TOP1MT	143304383	143359979	636	1.7306002073211368
3	ENSG00000184432.9	COPB2	139355599	139389732	552	0.18454112885515395
1	ENSG00000184454.6	NCMAP	24556110	24609328	495	-0.0316421605468751
6	ENSG00000184465.15	WDR27	169457211	169702048	677	0.9493787156159376
22	ENSG00000184470.20	TXNRD2	19875516	19941992	789	0.6115086324979683
8	ENSG00000184489.11	PTP4A3	141391992	141432454	666	1.5437872906822352
13	ENSG00000184497.12	TMEM255B	113759239	113816995	693	0.0987183273868972
15	ENSG00000184508.10	HDDC3	90929963	90932569	350	-0.5459735402128494
16	ENSG00000184517.11	ZFP1	75148491	75172236	546	-0.4938293450393406
12	ENSG00000184575.11	XPOT	64404349	64451127	532	-0.5753046499979482
5	ENSG00000184584.12	TMEM173	139475963	139482790	402	0.4741459198420283
14	ENSG00000184601.10	C14orf180	104579683	104590515	567	0.3510997434202946
12	ENSG00000184613.10	NELL2	44508274	44921848	432	-0.4711973158841717
17	ENSG00000184619.3	KRBA2	8368636	8376711	473	-0.602692754624626
17	ENSG00000184640.17	SEPT9	77280568	77500596	758	1.193719847375093
8	ENSG00000184672.11	RALYL	84182786	84921844	257	-0.6599502002856846
1	ENSG00000184677.16	ZBTB40	22451850	22531157	601	0.0115615649202093
1	ENSG00000184678.10	HIST2H2BE	149884458	149886652	86	-0.2626668519009652
22	ENSG00000184702.17	SEPT5	19714463	19724772	324	-0.333896339009481
22	ENSG00000184708.17	EIF4ENIF1	31436976	31496108	578	-0.4053060033196077
10	ENSG00000184719.11	RNLS	88273863	88584530	764	-0.30912354898134514
16	ENSG00000184730.10	APOBR	28495575	28498970	533	-0.4601997632552998
2	ENSG00000184731.5	FAM110C	38813	46870	424	-0.40005588084169774
12	ENSG00000184752.12	NDUFA12	94897054	95003770	590	-0.22813699463194875
X	ENSG00000184785.5	SMIM10	134990937	134992473	104	0.9570578163389426
6	ENSG00000184786.5	TCTE3	169740113	169751587	330	-0.4671646997801598
21	ENSG00000184787.18	UBE2G2	44768579	44802019	687	0.6148040621703604
22	ENSG00000184792.15	OSBP2	30693781	30907824	597	-0.051651810590615466
17	ENSG00000184811.3	TUSC5	1279662	1300987	578	1.1458259270688336
18	ENSG00000184828.9	ZBTB7C	48026672	48410752	775	-0.3163708743682054
X	ENSG00000184831.13	APOO	23833352	23907800	144	4.7884862597770566
16	ENSG00000184857.7	TMEM186	8780383	8797648	670	2.0097730109126224
16	ENSG00000184860.9	SDR42E1	81989016	82011488	468	-0.3371460662727873
7	ENSG00000184863.10	RBM33	155644450	155781485	614	-0.24011471461449055
14	ENSG00000184887.13	BTBD6	105248911	105251093	384	0.7664917785391221
3	ENSG00000184897.5	H1FX	129314770	129316277	364	1.0040627999689085
21	ENSG00000184900.15	SUMO3	44805616	44818779	568	-0.3136656425252362
7	ENSG00000184903.9	IMMP2L	110663050	111562517	759	-0.3237939259952897
1	ENSG00000184908.17	CLCNKB	16043735	16057308	467	1.2026714374392486
9	ENSG00000184925.11	LCN12	136949550	136955497	570	0.6210958807100276
11	ENSG00000184937.13	WT1	32387774	32435517	320	-0.09256346811819773
16	ENSG00000184939.15	ZFP90	68530089	68576072	493	0.3741388124507356
22	ENSG00000184949.15	FAM227A	38578119	38656629	314	-0.23124014561860495
12	ENSG00000184967.6	NOC4L	132144447	132152441	503	-0.6156373556335214
22	ENSG00000184979.9	USP18	18149898	18177397	448	-0.17811253832473578
4	ENSG00000184985.16	SORCS2	7192537	7742836	819	2.6565491133601564
14	ENSG00000184986.10	TMEM121	105526602	105530202	278	-0.6966383775262345
17	ENSG00000184988.8	TMEM106A	43211834	43220041	462	-0.3160650433114692
14	ENSG00000184990.12	SIVA1	104753099	104768494	542	1.0617176212183574
3	ENSG00000185008.17	ROBO2	75906694	77649964	717	-0.5047381724814971
10	ENSG00000185009.12	AP3M1	74121363	74151063	478	-0.476102500445836
X	ENSG00000185010.13	F8	154835787	155022753	138	4.585978798901676
8	ENSG00000185015.7	CA13	85220586	85284073	407	-0.2648176770475784
20	ENSG00000185019.16	UBOX5	3107572	3160196	582	-0.5257475057447745
