#CHR	gene_start	gene_stop	GENE_ID	GENE_NAME	z_score	strand	gene_id	pLI	exac_pLI
chr9	6716494	6727438	ENSG00000225489	RP11-390F4.3	1.8433387494210924	+			
chr9	6757640	7175648	ENSG00000107077	KDM4C	-0.0531106332764064	+	ENSG00000107077	6.5189e-07	0.00075873
chr9	12775020	12822131	ENSG00000153714	LURAP1L	0.0638868269110296	+	ENSG00000153714	0.025029	0.076624
chr9	17134981	17503923	ENSG00000044459	CNTLN	-0.1559064071669566	+	ENSG00000044459	3.9521e-49	
chr9	17906562	18910950	ENSG00000178031	ADAMTSL1	0.6017698283662596	+	ENSG00000178031	3.1241e-12	8.8265e-05
chr9	19230434	19373545	ENSG00000137145	DENND4C	-0.3866638064282559	+	ENSG00000137145	3.9761e-06	0.40697
chr9	19409058	19452020	ENSG00000177076	ACER2	-0.5016223408939263	+	ENSG00000177076	0.040225	0.14665
chr9	19453208	19455173	ENSG00000260912	RP11-363E7.4	-0.5447130890838093	+			
chr9	20658308	20995955	ENSG00000188352	FOCAD	0.1553633578077473	+	ENSG00000188352	7.2122e-37	5.373e-16
chr9	21802542	21937651	ENSG00000099810	MTAP	-0.4389841203750856	+	ENSG00000099810	7.5973e-08	0.00017932
chr9	22446840	22455740	ENSG00000176399	DMRTA1	-0.5887253674983856	+	ENSG00000176399	6.3708e-06	8.3888e-05
chr9	26956372	27062930	ENSG00000096872	IFT74	-0.0306878396132059	+	ENSG00000096872	5.7205e-13	9.2689e-06
chr9	27109140	27230175	ENSG00000120156	TEK	-0.1454596821780796	+	ENSG00000120156	1.0	0.99999
chr9	32384602	32454769	ENSG00000122729	ACO1	0.2459676663471385	+	ENSG00000122729	3.8322e-18	3.5693e-08
chr9	32551143	32565628	ENSG00000235453	TOPORS-AS1	-0.5638261448278701	+			
chr9	33025210	33039907	ENSG00000086061	DNAJA1	-0.1791999883645411	+	ENSG00000086061	0.090813	0.26011
chr9	33177419	33179983	ENSG00000233554	B4GALT1-AS1	-0.6478332749607579	+			
chr9	33264878	33282069	ENSG00000086065	CHMP5	-0.7211908697293911	+	ENSG00000086065	0.0066514	0.25905
chr9	33290510	33371157	ENSG00000086102	NFX1	-0.4392880540375437	+	ENSG00000086102	0.00011474	0.38644
chr9	33750465	33799231	ENSG00000010438	PRSS3	0.0223558177732511	+	ENSG00000010438	3.5636e-12	4.798e-10
chr9	33817566	33920404	ENSG00000107341	UBE2R2	-0.3712195454076119	+	ENSG00000107341	0.97816	0.90852
chr9	34084331	34096225	ENSG00000228352	RP11-537H15.3	-0.4610007123011031	+			
chr9	34568014	34582829	ENSG00000237159	CNTFR-AS1	-0.5422805986488596	+			
chr9	34646588	34650701	ENSG00000213930	GALT	0.5801399877636377	+	ENSG00000213930	2.0533e-06	0.0011907
chr9	34651035	34661879	ENSG00000137070	IL11RA	-0.5383563981543704	+	ENSG00000137070	6.288199999999999e-21	3.7405e-17
chr9	34678099	34681298	ENSG00000230074	RP11-195F19.9	-0.1635815520567439	+			
chr9	35792153	35809403	ENSG00000159899	NPR2	-0.167899398309422	+	ENSG00000159899	4.2042e-05	0.99166
chr9	35816143	35854847	ENSG00000137103	TMEM8B	-0.4368523122076308	+	ENSG00000137103	2.7974e-06	0.0013077
chr9	35858737	35865518	ENSG00000281205	LINC00950	-0.6034921533454506	+			
chr9	35909482	35937153	ENSG00000235387	SPAAR	0.0935958576579337	+			
chr9	36036432	36124451	ENSG00000122707	RECK	-0.3911215182405577	+	ENSG00000122707	1.9319e-10	0.0001968
chr9	36136535	36163913	ENSG00000122694	GLIPR2	0.4466446785513387	+	ENSG00000122694	4.8573e-05	0.00050168
chr9	36190855	36304781	ENSG00000122705	CLTA	-0.0793531427615438	+	ENSG00000122705	0.96319	0.9613
chr9	37079856	37090507	ENSG00000281649	EBLN3P	-0.3167216323603995	+			
chr9	37120538	37358149	ENSG00000147905	ZCCHC7	-0.513572986166192	+	ENSG00000147905	3.8612e-09	3.3749e-09
chr9	37422665	37436990	ENSG00000137106	GRHPR	-0.4705575990246289	+	ENSG00000137106	4.6393e-07	0.00013344
chr9	37485934	37503697	ENSG00000137054	POLR1E	2.0723551598057823	+	ENSG00000137054	3.7381e-07	1.0288e-05
chr9	37753802	37778972	ENSG00000165275	TRMT10B	-0.295849882324077	+	ENSG00000165275	4.9293e-06	8.9848e-05
chr9	40992248	41218410	ENSG00000276291	FRG1HP	1.114901010366174	+			
chr9	41012230	41014133	ENSG00000280077	RP11-87H9.4	-0.3737952426492495	+			
chr9	68339262	68531061	ENSG00000154330	PGM5	0.2678358663450054	+	ENSG00000154330	0.00059096	0.96161
chr9	68705413	69009176	ENSG00000107242	PIP5K1B	0.2925451566611463	+	ENSG00000107242	1.368e-07	0.007443
chr9	68780033	68784608	ENSG00000187866	FAM122A	-0.3034383855356622	+	ENSG00000187866	0.4938	0.80053
chr9	69035258	69100178	ENSG00000165060	FXN	0.0490483878529169	+	ENSG00000165060	0.34491	0.81775
chr9	69121263	69255208	ENSG00000119139	TJP2	2.1197740526549538	+	ENSG00000119139	3.236e-11	6.2431e-07
chr9	69324571	69392455	ENSG00000135063	FAM189A2	0.8749341910386116	+	ENSG00000135063	1.0131e-09	8.9188e-06
chr9	70043580	70226970	ENSG00000165072	MAMDC2	1.007927636099368	+	ENSG00000165072	3.1044e-10	0.0041715
chr9	70258961	70354888	ENSG00000198887	SMC5	-0.2951463273758465	+	ENSG00000198887	3.1326e-06	0.98036
chr9	73151756	73170393	ENSG00000135046	ANXA1	1.5482928955229274	+	ENSG00000135046	1.2009e-07	0.00044237
chr9	74952967	74996293	ENSG00000203321	C9orf41-AS1	-0.4786929894469022	+			
chr9	75890643	76362339	ENSG00000099139	PCSK5	0.329245974330256	+	ENSG00000099139	2.5352e-12	0.00020778
chr9	76419849	76507416	ENSG00000187210	GCNT1	0.4525198799344025	+	ENSG00000187210	0.0033333	0.066577
chr9	77177352	77421541	ENSG00000197969	VPS13A	2.482642282201581	+	ENSG00000197969	9.312499999999999e-22	0.0042383
chr9	78236061	78279690	ENSG00000148019	CEP78	-0.4084186740409563	+	ENSG00000148019	6.1656e-12	5.3603e-06
chr9	78297142	78330093	ENSG00000135069	PSAT1	0.1408658619048158	+	ENSG00000135069	1.0621e-08	2.1105e-09
chr9	79571772	79726882	ENSG00000106829	TLE4	-0.4838779234037117	+	ENSG00000106829	0.99999	0.99992
chr9	83623048	83644130	ENSG00000148057	IDNK	-0.4332626780727388	+	ENSG00000148057	0.39322	0.48463
chr9	83708317	83713378	ENSG00000254473	RP11-522I20.3	-0.5628942634662975	+			
chr9	83838743	83868532	ENSG00000231616	RP11-575L7.4	-0.5223945756542965	+			
chr9	84668550	85027070	ENSG00000148053	NTRK2	0.8204065955387067	+	ENSG00000148053	1.0	0.99989
chr9	87497227	87708633	ENSG00000196730	DAPK1	0.7511812987229463	+	ENSG00000196730	0.99767	0.9997
chr9	87725518	87731393	ENSG00000135047	CTSL	-0.3855672093224297	+	ENSG00000135047	0.0080454	0.0093418
chr9	88991446	89005010	ENSG00000213694	S1PR3	0.1110654536599012	+	ENSG00000213694	0.046945	0.079334
chr9	89605012	89606555	ENSG00000130222	GADD45G	-0.2144539867749489	+	ENSG00000130222	0.55259	0.72098
chr9	90801786	90898549	ENSG00000165025	SYK	1.2276850667287285	+	ENSG00000165025	0.99986	0.99854
chr9	91119061	91182762	ENSG00000229694	LINC00484	-0.3335852068430057	+			
chr9	92141297	92160114	ENSG00000225511	LINC00475	-0.3875090901249954	+			
chr9	92325636	92620533	ENSG00000188312	CENPP	1.4334881804264803	+	ENSG00000188312	0.046312	0.023928
chr9	93096217	93113283	ENSG00000165233	CARD19	0.0110233256062987	+	ENSG00000165233	5.9279e-06	5.8258e-05
chr9	93184915	93320572	ENSG00000165238	WNK2	0.9654406493674476	+	ENSG00000165238	1.0	0.79276
chr9	94166288	94200627	ENSG00000269946	RP11-2B6.3	-0.5127178490200582	+			
chr9	94176457	94177892	ENSG00000269929	RP11-2B6.2	-0.7416692011861342	+			
chr9	94259310	94301454	ENSG00000175787	ZNF169	-0.4432306177632894	+	ENSG00000175787	9.5983e-12	1.7493e-09
chr9	94332475	94360948	ENSG00000232063	RP11-307E17.8	-0.5672462036039906	+			
chr9	94374550	94461042	ENSG00000148110	MFSD14B	-0.1208514535314927	+	ENSG00000148110	0.00043286	0.02395
chr9	94726700	95087218	ENSG00000148120	C9orf3	0.5189655307928907	+	ENSG00000148120	4.9823e-15	5.1969e-12
chr9	95875977	96014571	ENSG00000182150	ERCC6L2	-0.2543158798630216	+	ENSG00000182150	5.0596e-07	0.0015559
chr9	96450200	96490240	ENSG00000130956	HABP4	0.1079253490620792	+	ENSG00000130956	0.0062064	0.0049325
chr9	97276565	97295759	ENSG00000254633	RP11-23J9.7	-0.5767601852902893	+			
chr9	97307360	97376933	ENSG00000197816	CCDC180	0.6404383105288398	+	ENSG00000197816	1.5309999999999999e-40	5.352e-22
chr9	97411949	97496125	ENSG00000196116	TDRD7	-0.3181145946680792	+	ENSG00000196116	0.00061106	4.5654e-05
chr9	97501179	97600082	ENSG00000136842	TMOD1	-0.2552409537234084	+	ENSG00000136842	0.47845	0.85662
chr9	97633625	97673748	ENSG00000136937	NCBP1	-0.4984737074144597	+	ENSG00000136937	1.0	0.99996
chr9	97853253	97856715	ENSG00000178919	FOXE1	-0.2295255672044021	+	ENSG00000178919	0.79203	
chr9	98807698	98850081	ENSG00000119514	GALNT12	-0.5026795743577276	+	ENSG00000119514	9.3863e-07	0.0028257
chr9	99222063	99230615	ENSG00000106803	SEC61B	-0.64701728081988	+	ENSG00000106803	0.02003	0.74284
chr9	99821854	99866891	ENSG00000119508	NR4A3	-0.3892124461386774	+	ENSG00000119508	0.9126	
chr9	99906632	99970341	ENSG00000136874	STX17	-0.3503498824959422	+	ENSG00000136874	9.4629e-05	0.084968
chr9	100099255	100301000	ENSG00000119509	INVS	-0.5084961988537366	+	ENSG00000119509	5.5501e-18	1.4466e-06
chr9	101398872	101410660	ENSG00000136870	ZNF189	-0.1465264540429663	+	ENSG00000136870	0.0010884	0.0046179
chr9	101468438	101481502	ENSG00000225376	TMEM246-AS1	-0.1627920844580694	+			
chr9	101533850	101563344	ENSG00000155827	RNF20	-0.3670297445612149	+	ENSG00000155827	1.7545e-10	0.00092336
chr9	104094259	104141417	ENSG00000136824	SMC2	0.5753643420544369	+	ENSG00000136824	0.9999	0.99801
chr9	104747687	104760122	ENSG00000136783	NIPSNAP3A	0.0944624596643305	+	ENSG00000136783	2.2722e-12	1.6359e-05
chr9	104764156	104777457	ENSG00000165028	NIPSNAP3B	-0.1305872510362793	+	ENSG00000165028	4.9158e-10	0.023883
chr9	105447795	105552433	ENSG00000106701	FSD1L	-0.4146911639276679	+	ENSG00000106701	0.23386	
chr9	105558129	105641118	ENSG00000106692	FKTN	-0.5146589714971354	+	ENSG00000106692	8.6576e-07	0.00019238
chr9	105694543	105776612	ENSG00000095209	TMEM38B	1.1691525355913086	+	ENSG00000095209	0.019501	0.1688
chr9	106863096	107013634	ENSG00000148143	ZNF462	-0.3123202840608575	+	ENSG00000148143	1.0	1.0
chr9	108934180	108950744	ENSG00000119328	FAM206A	-0.5319718320259258	+	ENSG00000119328	4.3558e-06	0.0033623
chr9	109640787	109946703	ENSG00000243444	PALM2	-0.4019553001360953	+	ENSG00000243444	0.0014865	0.0038932
chr9	110048597	110172512	ENSG00000241978	AKAP2	0.5705855210488867	+	ENSG00000241978	6.0664e-05	0.066516
chr9	110668770	110801620	ENSG00000030304	MUSK	0.1044678934676688	+	ENSG00000030304	4.2474e-08	8.1735e-05
chr9	111525158	111577844	ENSG00000173258	ZNF483	0.2093782215751208	+	ENSG00000173258	0.96736	0.4135
chr9	111896765	111935369	ENSG00000148154	UGCG	0.5468610512224943	+	ENSG00000148154	0.94147	0.98257
chr9	112379936	112472410	ENSG00000119471	HSDL2	0.1057262360738695	+	ENSG00000119471	5.1377e-05	3.9521e-05
chr9	112486846	112669397	ENSG00000165185	KIAA1958	-0.4976306812209852	+	ENSG00000165185	0.011171	0.049002
chr9	113150941	113158096	ENSG00000136867	SLC31A2	-0.4167586246681557	+	ENSG00000136867	8.5199e-05	2.7812e-05
chr9	113221561	113264492	ENSG00000136868	SLC31A1	-0.0001617591311259	+	ENSG00000136868	0.065398	0.51927
chr9	113349540	113371233	ENSG00000119411	BSPRY	1.12908472182953	+	ENSG00000119411	1.3336e-06	9.7856e-05
chr9	113444730	113597743	ENSG00000138835	RGS3	1.0794131410826628	+	ENSG00000138835	2.2646e-11	9.6817e-05
chr9	113876281	114056591	ENSG00000157657	ZNF618	-0.4247251074383579	+	ENSG00000157657	0.99842	0.99472
chr9	114155559	114312511	ENSG00000196739	COL27A1	2.0956115594834013	+	ENSG00000196739	0.5864	1.0
chr9	116153803	116402322	ENSG00000182752	PAPPA	-0.385703899998086	+	ENSG00000182752	0.1613	0.96775
chr9	116687301	116701300	ENSG00000119401	TRIM32	-0.5700246230345025	+	ENSG00000119401	0.0016684	0.097318
chr9	121074862	121177610	ENSG00000119397	CNTRL	-0.4670300219543208	+	ENSG00000119397	1.8908e-54	4.1700000000000003e-35
chr9	121207793	121332843	ENSG00000148180	GSN	1.0585425339955674	+	ENSG00000148180	3.8905e-11	3.1862e-06
chr9	121567056	121785530	ENSG00000136848	DAB2IP	-0.4059481048498103	+	ENSG00000136848	0.99995	0.99965
chr9	122264602	122331343	ENSG00000148187	MRRF	-0.8042208968707649	+	ENSG00000148187	4.4057e-07	3.5794e-05
chr9	122370529	122395703	ENSG00000095303	PTGS1	1.3555489114861408	+	ENSG00000095303	6.2425e-07	6.4126e-06
chr9	122937622	122940333	ENSG00000261094	RP11-355O1.11	-0.7254438060622138	+			
chr9	122940832	123104866	ENSG00000011454	RABGAP1	-0.1848971772209549	+	ENSG00000011454	1.0	1.0
chr9	124777157	124814885	ENSG00000185585	OLFML2A	0.2190144673412228	+	ENSG00000185585	1.2885e-09	1.7443e-05
chr9	124862129	124877733	ENSG00000136950	ARPC5L	-0.522147968765226	+	ENSG00000136950	0.55377	0.7756
chr9	125200541	125234158	ENSG00000136933	RABEPK	-0.4819131063253417	+	ENSG00000136933	2.8422e-11	4.1921e-06
chr9	125261793	125367207	ENSG00000165219	GAPVD1	-0.3131459550553293	+	ENSG00000165219	1.0	1.0
chr9	125747344	125967377	ENSG00000167081	PBX3	-0.1853277959111409	+	ENSG00000167081	0.36301	0.59267
chr9	126326848	126507041	ENSG00000196814	MVB12B	-0.2658265414706937	+	ENSG00000196814	0.55867	0.62202
chr9	126805005	126838210	ENSG00000169155	ZBTB43	-0.655437606875861	+	ENSG00000169155	0.98767	0.87704
chr9	126860664	126885878	ENSG00000177125	ZBTB34	-0.3878396918052143	+	ENSG00000177125	0.97657	0.82962
chr9	127224264	127393660	ENSG00000136895	GARNL3	-0.1766937316845063	+	ENSG00000136895	6.8913e-06	0.021087
chr9	127366769	127367397	ENSG00000271833	RP11-356B19.11	-0.5919319833282407	+			
chr9	127397137	127408424	ENSG00000136856	SLC2A8	0.7558051729440138	+	ENSG00000136856	8.0241e-07	0.23727
chr9	127424373	127445372	ENSG00000196152	ZNF79	-0.4409111400166053	+	ENSG00000196152	0.0069622	0.017129
chr9	127451485	127503501	ENSG00000148356	LRSAM1	-0.2417150412823416	+	ENSG00000148356	3.1008e-13	2.9272e-05
chr9	127794596	127814327	ENSG00000136877	FPGS	-0.224999997537406	+	ENSG00000136877	1.1579e-06	0.00011288
chr9	127816065	127822520	ENSG00000225032	RP11-228B15.4	-0.3151926887881041	+			
chr9	128411750	128437351	ENSG00000167123	CERCAM	1.8475432962554643	+	ENSG00000167123	1.1441e-06	0.018254
chr9	128455185	128501292	ENSG00000136811	ODF2	-0.3065405870995558	+	ENSG00000136811	0.0012405	0.36589
chr9	128504699	128542288	ENSG00000119392	GLE1	-0.2636759652588981	+	ENSG00000119392	2.0536e-10	1.5382e-05
chr9	128552557	128633660	ENSG00000197694	SPTAN1	-0.1695617691167031	+	ENSG00000197694	1.0	1.0
chr9	128724444	128733194	ENSG00000223478	RP11-545E17.3	-0.4979522715945177	+			
chr9	128787203	128810432	ENSG00000107021	TBC1D13	-0.3306999466090287	+	ENSG00000107021	0.00065868	0.61174
chr9	128882111	128918039	ENSG00000136802	LRRC8A	0.0793357920842348	+	ENSG00000136802	0.94398	0.9161
chr9	128920894	128942041	ENSG00000175287	PHYHD1	0.8954834144354009	+	ENSG00000175287	4.0371e-13	5.9305e-10
chr9	128947698	129007035	ENSG00000095319	NUP188	-0.3819894794639498	+	ENSG00000095319	0.95428	0.98708
chr9	129036620	129072082	ENSG00000148343	MIGA2	-0.5991931526348253	+	ENSG00000148343	2.959e-05	0.003519
chr9	129081099	129090438	ENSG00000167130	DOLPP1	-0.6873793421316277	+	ENSG00000167130	0.17497	0.60406
chr9	129110949	129148946	ENSG00000119383	PTPA	2.687716100180741	+	ENSG00000119383	0.99057	0.98392
chr9	129282457	129285728	ENSG00000224307	RP11-344B5.2	-0.547507230923876	+			
chr9	129332299	129359538	ENSG00000233901	LINC01503	-0.5756919487500732	+			
chr9	129483450	129513686	ENSG00000204054	LINC00963	-0.1752652666211886	+			
chr9	129803152	129811281	ENSG00000136816	TOR1B	0.3297018890472361	+	ENSG00000136816	0.064206	0.74369
chr9	129834697	129881838	ENSG00000136878	USP20	0.9799629632671376	+	ENSG00000136878	7.2852e-05	0.0018875
chr9	130053425	130140169	ENSG00000148358	GPR107	-0.1675030058665532	+	ENSG00000148358	0.28858	0.83915
chr9	130172577	130237304	ENSG00000107130	NCS1	0.5863452853730454	+	ENSG00000107130	0.66434	0.94722
chr9	130265881	130434123	ENSG00000148357	HMCN2	1.6871382538674746	+	ENSG00000148357	1.8027e-12	
chr9	130444928	130501274	ENSG00000130707	ASS1	0.5432205728578919	+	ENSG00000130707	1.5095e-09	0.00049334
chr9	131009081	131094473	ENSG00000050555	LAMC3	0.9712048349931344	+	ENSG00000050555	1.3704e-23	9.8233e-11
chr9	131289693	131309262	ENSG00000160539	PLPP7	0.4745841715735053	+	ENSG00000160539	0.0079976	0.81057
chr9	131394092	131500197	ENSG00000130723	PRRC2B	0.1339514878292002	+	ENSG00000130723	1.0	1.0
chr9	131545513	131558620	ENSG00000283526	RP11-40A7.2	-0.5986683118532798	+			
chr9	132161675	132244534	ENSG00000196358	NTNG2	-0.2808407100951597	+	ENSG00000196358	0.99866	0.82958
chr9	133414357	133459402	ENSG00000160323	ADAMTS13	-0.1166136372479319	+	ENSG00000160323	5.1409e-15	7.883e-11
chr9	133532163	133575519	ENSG00000197859	ADAMTSL2	2.0146768210827752	+	ENSG00000197859	0.0016001	0.071059
chr9	133636359	133659344	ENSG00000123454	DBH	0.6856092704574638	+	ENSG00000123454	3.3352e-10	2.5416e-06
chr9	134025438	134034666	ENSG00000235106	LINC00094	-0.5414619343961954	+			
chr9	134135772	134159968	ENSG00000196363	WDR5	0.0790141559331058	+	ENSG00000196363	0.99978	0.9987
chr9	134317097	134440585	ENSG00000186350	RXRA	0.2814368646315413	+	ENSG00000186350	0.99852	0.94361
chr9	134641773	134844843	ENSG00000130635	COL5A1	1.023160914811467	+	ENSG00000130635	1.0	1.0
chr9	134880811	134887520	ENSG00000160339	FCN2	0.2035330582050192	+	ENSG00000160339	3.5646e-11	1.9323e-09
chr9	135075421	135121179	ENSG00000130558	OLFM1	0.9941884707513592	+	ENSG00000130558	0.99679	0.93599
chr9	135479078	135488893	ENSG00000196422	PPP1R26	-0.3914201691125938	+	ENSG00000196422		0.98555
chr9	135500569	135504673	ENSG00000122140	MRPS2	-0.0206710116088964	+	ENSG00000122140	3.1326e-07	0.037223
chr9	136327475	136359479	ENSG00000160360	GPSM1	1.3375180334446812	+	ENSG00000160360	2.2075e-05	0.0021495
chr9	136410609	136423761	ENSG00000165688	PMPCA	0.39338194725886	+	ENSG00000165688	3.437e-11	0.00018605
chr9	136546259	136549893	ENSG00000237886	NALT1	-0.1006715521189053	+			
chr9	136658855	136672678	ENSG00000172889	EGFL7	0.2739583796719173	+	ENSG00000172889	5.5498e-18	9.2644e-13
chr9	136712569	136724050	ENSG00000165716	FAM69B	0.6774099791425512	+	ENSG00000165716	0.012466	0.0035772
chr9	136791354	136793257	ENSG00000244187	TMEM141	-0.6556325723269627	+	ENSG00000244187	0.0010816	0.099112
chr9	136796349	136807741	ENSG00000213213	CCDC183	0.3672069443893398	+	ENSG00000213213	1.493e-09	0.00058246
chr9	137027463	137037957	ENSG00000180539	C9orf139	-0.4682038687838886	+	ENSG00000180539	0.0024581	1.5554e-06
chr9	137205694	137217009	ENSG00000188566	NDOR1	-0.5286895409805693	+	ENSG00000188566	4.8084e-13	2.6077e-05
chr9	137230756	137236554	ENSG00000198569	SLC34A3	-0.6702519108375399	+	ENSG00000198569	5.8863e-14	2.029e-11
chr9	137241212	137243584	ENSG00000188229	TUBB4B	-0.6346612272093589	+	ENSG00000188229	0.80877	0.92954
chr9	137251367	137253162	ENSG00000197768	STPG3	0.8672253403667473	+	ENSG00000197768	9.1242e-13	3.9372e-11
chr9	137255172	137273546	ENSG00000188986	NELFB	0.1628679439222058	+	ENSG00000188986	0.0033903	0.74885
chr9	137423349	137434363	ENSG00000188747	NOXA1	0.3854041834929153	+	ENSG00000188747	2.8065e-09	4.7343e-06
chr9	137618962	137870016	ENSG00000181090	EHMT1	-0.1822115117450904	+	ENSG00000181090	1.0	1.0
chr10	134464	254637	ENSG00000015171	ZMYND11	-0.507026420081217	+	ENSG00000015171	1.0	0.99996
chr10	988018	1019936	ENSG00000107937	GTPBP4	1.8433387494210924	+	ENSG00000107937	1.0	0.99987
chr10	1022665	1044201	ENSG00000232656	IDI2-AS1	0.5023236989441194	+			
chr10	1049537	1132297	ENSG00000047056	WDR37	-0.2706803455166032	+	ENSG00000047056	0.56642	0.99677
chr10	3066332	3137712	ENSG00000067057	PFKP	4.738727096308836	+	ENSG00000067057	8.834200000000001e-25	7.0834e-15
chr10	3141737	3167972	ENSG00000237399	PITRM1-AS1	2.530901153449405	+			
chr10	4995487	4997380	ENSG00000224251	RP11-499O7.7	-0.3178376182762525	+			
chr10	5035353	5107686	ENSG00000196139	AKR1C3	4.112450575312907	+	ENSG00000196139	7.581200000000001e-24	1.0714e-11
chr10	5412550	5458463	ENSG00000173848	NET1	1.0819533114657949	+	ENSG00000173848	2.1017e-06	0.066854
chr10	5684837	5763740	ENSG00000108021	FAM208B	-0.4694549492218707	+	ENSG00000108021	0.30957	0.96506
chr10	5890202	5937594	ENSG00000134452	FBXO18	-0.3833949358822716	+	ENSG00000134452	8.2171e-05	0.75582
chr10	6144933	6254644	ENSG00000170525	PFKFB3	2.819578394441573	+	ENSG00000170525	0.24579	0.048932
chr10	6580418	6616452	ENSG00000237943	PRKCQ-AS1	-0.2953127747691654	+			
chr10	6779597	6842906	ENSG00000238266	LINC00707	0.2797518726548989	+			
chr10	7818503	8016627	ENSG00000165632	TAF3	-0.5431856106664912	+	ENSG00000165632	0.99997	0.99513
chr10	10798396	11336675	ENSG00000048740	CELF2	0.7239932427303895	+	ENSG00000048740	0.99965	0.99879
chr10	11823338	11872277	ENSG00000148426	PROSER2	0.0914164823151141	+	ENSG00000148426	1.1594e-07	0.0054632
chr10	12349481	12835545	ENSG00000183049	CAMK1D	1.6315033349790022	+	ENSG00000183049	0.9962	0.99381
chr10	13631142	13668445	ENSG00000239665	RP11-295P9.3	0.700227578826253	+	ENSG00000239665	0.010051	
chr10	14838163	14871741	ENSG00000187522	HSPA14	-0.4972548096697546	+	ENSG00000187522	0.67359	0.99169
chr10	15032226	15073852	ENSG00000152463	OLAH	0.1228083300257207	+	ENSG00000152463	4.5721e-10	0.0013285
chr10	16436942	16513742	ENSG00000165983	PTER	0.0410889783375819	+	ENSG00000165983	3.2773e-13	2.386e-10
chr10	17228258	17237593	ENSG00000026025	VIM	3.298413684463792	+	ENSG00000026025	0.71255	0.95939
chr10	17644124	17715914	ENSG00000136738	STAM	-0.3028100943162433	+	ENSG00000136738	0.85048	0.90258
chr10	17752251	17800868	ENSG00000148483	TMEM236	-0.5801809427505316	+	ENSG00000148483	0.017249	
chr10	17809343	17911170	ENSG00000260314	MRC1	-0.2132046297883204	+			
chr10	18140676	18541585	ENSG00000165995	CACNB2	1.1338560395631516	+	ENSG00000165995	2.6719e-06	0.0018203
chr10	18659404	18681639	ENSG00000165997	ARL5B	-0.0794220010231573	+	ENSG00000165997	0.0017521	0.46398
chr10	19816238	20289856	ENSG00000120594	PLXDC2	0.6775631602313369	+	ENSG00000120594	0.13416	0.61305
chr10	21524674	21743630	ENSG00000078403	MLLT10	-0.4391499541796641	+	ENSG00000078403	1.0	0.99958
chr10	23095505	23122013	ENSG00000148450	MSRB2	-0.3626649070850634	+	ENSG00000148450	5.5352e-05	0.0042476
chr10	23694745	24547848	ENSG00000120549	KIAA1217	0.862177713143039	+	ENSG00000120549	0.00023185	0.014168
chr10	26438202	26567803	ENSG00000077420	APBB1IP	0.3277574938708664	+	ENSG00000077420	0.85443	0.59439
chr10	26697658	26746592	ENSG00000148459	PDSS1	-0.0348342892994317	+	ENSG00000148459	3.2449e-08	0.26315
chr10	27155266	27186924	ENSG00000120539	MASTL	0.4941195274738828	+	ENSG00000120539	5.4383e-13	1.0823e-08
chr10	27504173	27542237	ENSG00000099246	RAB18	-0.5221734955411742	+	ENSG00000099246	0.91006	0.95501
chr10	28532743	28623112	ENSG00000095787	WAC	-0.4011955099057898	+	ENSG00000095787	1.0	0.99989
chr10	29409401	29487745	ENSG00000224597	SVIL-AS1	3.8622175665404015	+			
chr10	30433936	30461833	ENSG00000107968	MAP3K8	1.1727976202754742	+	ENSG00000107968	0.96825	0.87095
chr10	30655488	30717266	ENSG00000234814	SVILP1	0.9103965240610334	+			
chr10	32446139	32882874	ENSG00000216937	CCDC7	0.2034180792021884	+	ENSG00000216937	3.2918e-12	3.5239e-09
chr10	32958844	33082102	ENSG00000229656	RP11-462L8.1	-0.7327789431376259	+			
chr10	35126790	35212958	ENSG00000095794	CREM	-0.3845455044416775	+	ENSG00000095794	0.50878	0.64442
chr10	35247024	35572669	ENSG00000108100	CCNY	-0.5122586145357216	+	ENSG00000108100	0.80672	0.38447
chr10	38010649	38065088	ENSG00000189180	ZNF33A	-0.2921047638233625	+	ENSG00000189180	1.9718e-09	0.00046648
chr10	38094333	38150293	ENSG00000075407	ZNF37A	-0.1899711220010479	+	ENSG00000075407	1.3004e-09	0.0019244
chr10	38137336	38144399	ENSG00000272983	RP11-508N22.12	-0.6331393360239115	+			
chr10	38356379	38378505	ENSG00000099251	HSD17B7P2	0.7663901704224744	+			
chr10	42475542	42495336	ENSG00000185904	LINC00839	1.444608887672704	+			
chr10	42782800	42834937	ENSG00000165733	BMS1	-0.4012998376800446	+	ENSG00000165733	0.0001753	0.99529
chr10	44937507	44955725	ENSG00000223462	RP11-285G1.9	-0.6231018918470586	+			
chr10	44959791	44995891	ENSG00000107551	RASSF4	1.928619265212888	+	ENSG00000107551	1.7281e-13	2.0459e-11
chr10	45000474	45005326	ENSG00000165512	ZNF22	-0.3931738050119618	+	ENSG00000165512	0.0020997	0.12668
chr10	45156774	45176925	ENSG00000230501	ANKRD30BP3	1.554371712440629	+			
chr10	45374175	45446119	ENSG00000012779	ALOX5	1.174874470851336	+	ENSG00000012779	1.2059e-06	0.0016444
chr10	45727231	45792961	ENSG00000172661	WASHC2C	-0.1421352563934419	+	ENSG00000172661	9.0284e-13	
chr10	46375626	46537864	ENSG00000264230	ANXA8L1	0.6325906296572285	+			
chr10	46632386	46635472	ENSG00000272430	RP11-38L15.8	-0.6528720387806792	+			
chr10	47300385	47313547	ENSG00000266524	GDF10	-0.1663565947759825	+			
