CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	z_score
12	ENSG00000169372.12	CRADD	93677374	93894840	496	0.07969133878036358
15	ENSG00000169375.15	SIN3A	75369584	75455842	305	-0.5458165049057504
3	ENSG00000169379.15	ARL13B	93980138	94055668	193	-0.6727465630476082
8	ENSG00000169398.19	PTK2	140657899	141002216	384	-0.21691919033074453
1	ENSG00000169403.11	PTAFR	28147165	28193936	93	-0.13463368870637266
15	ENSG00000169410.9	PTPN9	75463250	75579289	330	-0.5933449163662963
4	ENSG00000169429.10	CXCL8	73740505	73743716	231	-0.540751118650318
4	ENSG00000169435.13	RASSF6	73571549	73620631	259	0.12733225774183876
8	ENSG00000169436.16	COL22A1	138588234	138914006	215	-0.3043848068221132
8	ENSG00000169439.11	SDC2	96493350	96611780	460	0.1044518699061605
8	ENSG00000169490.16	TM2D2	38988807	38996824	347	-0.3442822129173587
8	ENSG00000169495.4	HTRA4	38974163	38988662	132	-0.8119378881233312
8	ENSG00000169499.14	PLEKHA2	38901234	38973909	514	-0.18991262853619226
1	ENSG00000169504.14	CLIC4	24745356	24844324	300	-0.05951786954911644
2	ENSG00000169507.9	SLC38A11	164896185	164955525	392	1.1838089002062029
13	ENSG00000169508.6	GPR183	99294529	99307405	373	-0.0958893712135578
1	ENSG00000169509.5	CRCT1	152514501	152516010	129	3.9572416976406175
19	ENSG00000169515.5	CCDC8	46410371	46413584	379	-0.30848497372388345
11	ENSG00000169550.12	MUC15	26559032	26572233	260	0.035884245250107666
15	ENSG00000169594.13	BNC1	83255902	83284714	120	-0.7429085286211097
1	ENSG00000169598.15	DFFB	3857266	3885429	509	-0.01913998879771876
2	ENSG00000169599.12	NFU1	69395749	69437628	360	-0.4687085728206186
2	ENSG00000169604.19	ANTXR1	69013177	69249327	449	-0.07462540865917952
2	ENSG00000169607.12	CKAP2L	112736606	112764677	163	-0.7762938936973374
15	ENSG00000169609.13	C15orf40	82988440	83011641	415	-0.2473664398250414
22	ENSG00000169635.9	HIC2	21417403	21451463	215	-0.6928756207648482
1	ENSG00000169641.13	LUZP1	23084022	23177808	326	-0.2871594751386511
17	ENSG00000169660.15	HEXDC	82418317	82442588	344	0.1900580472868224
16	ENSG00000169682.17	SPNS1	28975088	28984548	340	-0.6237990455584529
17	ENSG00000169683.7	LRRC45	82023301	82031151	248	-0.5939016047493788
15	ENSG00000169684.13	CHRNA5	78565519	78595269	184	-0.4155192837355735
17	ENSG00000169689.14	CENPX	82018701	82022918	351	-0.5449653652621752
9	ENSG00000169692.12	AGPAT2	136673142	136687423	362	1.1442117791702853
17	ENSG00000169696.15	ASPSCR1	81976806	82017406	397	-0.3147931936394477
17	ENSG00000169710.8	FASN	82078332	82098332	470	3.1048663012208064
16	ENSG00000169715.14	MT1E	56625474	56627112	274	4.479053347202055
17	ENSG00000169727.12	GPS1	82050764	82057470	225	-0.6332285463009131
17	ENSG00000169733.11	RFNG	82047901	82051734	353	-0.2671665264237878
10	ENSG00000169740.13	ZNF32	43643858	43648856	362	-0.2821407320910877
4	ENSG00000169744.12	LDB2	16501540	16898809	542	-0.28105711286178114
15	ENSG00000169752.16	NRG4	75942510	76059795	156	-0.3340423223387205
2	ENSG00000169756.16	LIMS1	108534354	108687246	348	0.4833544036855958
15	ENSG00000169758.12	TMEM266	76059836	76229121	404	-0.19283793945241695
3	ENSG00000169760.17	NLGN1	173396283	174286644	455	-0.6024476890479079
4	ENSG00000169762.16	TAPT1	16160504	16227410	450	-0.042644026115240166
2	ENSG00000169764.15	UGP2	63840939	63891562	408	0.22857819260868464
15	ENSG00000169783.12	LINGO1	77613026	77820900	365	1.398104824889574
10	ENSG00000169826.7	CSGALNACT2	43138485	43185308	394	0.5566772048839121
4	ENSG00000169851.15	PCDH7	30720414	31146805	495	-0.10246947101716546
3	ENSG00000169855.19	ROBO1	78597239	79767815	478	-0.3770144131564054
5	ENSG00000169862.18	CTNND2	10971839	11904043	359	-0.6156496676260671
7	ENSG00000169902.13	TPST1	66205198	66420543	424	1.0825707126805633
1	ENSG00000169914.5	OTUD3	19882512	19912945	380	-0.2100503149197504
15	ENSG00000169918.9	OTUD7A	31475397	31870789	502	-0.3854317857540275
7	ENSG00000169919.16	GUSB	65960683	65982314	352	0.3385514369136943
9	ENSG00000169925.16	BRD3	134031585	134068535	418	-0.4516530731775258
15	ENSG00000169926.10	KLF13	31326854	31435665	456	0.3461204456310432
8	ENSG00000169946.13	ZFPM2	104590732	105804532	525	-0.3777103457307853
16	ENSG00000169951.9	ZNF764	30553763	30558498	81	-0.7757187797425359
16	ENSG00000169957.9	ZNF768	30524000	30526821	355	-0.4844535323627919
1	ENSG00000169991.10	IFFO2	18904280	18956686	353	-0.4607616139795932
17	ENSG00000169992.9	NLGN2	7404873	7419860	491	-0.5756306611783535
2	ENSG00000169994.18	MYO7B	127535801	127637728	450	2.4378109586645857
4	ENSG00000170006.11	TMEM154	152618631	152680165	393	-0.5216808484861274
3	ENSG00000170011.13	MYRIP	39808913	40260321	496	1.1053896846097435
2	ENSG00000170035.15	UBE2E3	180967247	181076537	360	-0.3421547470665457
17	ENSG00000170037.13	CNTROB	7932123	7949578	344	-0.6487289373622648
17	ENSG00000170049.9	KCNAB3	7921858	7929803	323	-0.7284116507483521
14	ENSG00000170054.14	SERPINA9	94462716	94479689	52	0.2987268064316435
5	ENSG00000170074.19	FAM153A	177707980	177783398	384	4.1926906757877305
5	ENSG00000170085.17	SIMC1	176238366	176345991	324	-0.26012911926298005
4	ENSG00000170088.13	TMEM192	165070607	165208549	409	-0.5352859929707847
7	ENSG00000170092.14	SPDYE5	75493624	75504304	235	-0.7402158940305974
16	ENSG00000170100.13	ZNF778	89217702	89237071	312	-0.11500685468744075
15	ENSG00000170113.15	NIPA1	22773287	22829791	498	0.3808284542795127
3	ENSG00000170142.11	UBE2E1	23805902	23891316	393	-0.5216808484861274
11	ENSG00000170145.4	SIK2	111602390	111730853	422	-0.5815673953137845
4	ENSG00000170153.10	RNF150	140859806	141212877	527	0.7298706238451683
17	ENSG00000170160.17	CCDC144A	16689536	16777881	125	2.471558645532339
4	ENSG00000170185.9	USP38	143184916	143223830	290	-0.2148736004748058
17	ENSG00000170190.15	SLC16A5	75087726	75106162	427	0.05524007268033778
11	ENSG00000170209.4	ANKK1	113387790	113400418	354	-0.20451852414191854
5	ENSG00000170214.3	ADRA1B	159916782	159972544	231	-0.4750088715053451
5	ENSG00000170231.15	FABP6	160187366	160238735	214	0.798209555094375
5	ENSG00000170234.12	PWWP2A	160061800	160119423	325	-0.308731557187906
11	ENSG00000170242.17	USP47	11841422	11959323	426	0.3782514206649721
3	ENSG00000170248.13	PDCD6IP	33798351	33869707	360	1.0077527276435645
7	ENSG00000170260.8	ZNF212	149239650	149255609	394	-0.6381964799007346
2	ENSG00000170264.12	FAM161A	61824853	61854143	393	-0.4443960693996707
7	ENSG00000170265.11	ZNF282	149195484	149226248	354	-0.2688679270677182
3	ENSG00000170266.15	GLB1	32996607	33097230	462	-0.3763955007878858
5	ENSG00000170271.10	FAXDC2	154818490	154859252	343	0.3038355053856091
3	ENSG00000170275.14	CRTAP	33113978	33147773	417	-0.03183991053527616
8	ENSG00000170289.12	CNGB3	86553976	86743675	418	0.1659780381581404
17	ENSG00000170291.14	ELP5	7252081	7259902	317	1.286344141120064
3	ENSG00000170293.8	CMTM8	32238678	32370325	471	-0.6276397573928777
17	ENSG00000170310.14	STX8	9250470	9576591	468	-0.23669322560481845
10	ENSG00000170312.15	CDK1	60778330	60794852	357	-0.6567668489061526
11	ENSG00000170322.14	NFRKB	129863635	129895590	392	-0.443311716631876
8	ENSG00000170323.8	FABP4	81478418	81483263	252	1.2096362115845851
11	ENSG00000170325.14	PRDM10	129899705	130002835	456	-0.4365150557428281
14	ENSG00000170345.9	FOS	75278773	75282230	358	0.7212980252151181
7	ENSG00000170379.19	TCAF2	143620949	143730409	322	0.1445403488717363
1	ENSG00000170382.11	LRRN2	204617169	204685733	391	0.3151591347805885
4	ENSG00000170390.15	DCLK2	150078273	150257457	412	-0.4639986407941725
2	ENSG00000170396.7	ZNF804A	184598720	184939492	100	-0.717597763470295
17	ENSG00000170412.16	GPRC5C	74424850	74451653	308	0.6343915490660723
12	ENSG00000170421.12	KRT8	52897186	52949920	388	2.7510208050841167
12	ENSG00000170423.12	KRT78	52837803	52849092	104	0.006679516229937017
17	ENSG00000170425.3	ADORA2B	15944916	15975746	65	-0.7526434382944998
10	ENSG00000170430.9	MGMT	129467183	129768007	421	0.10449107898157746
12	ENSG00000170439.6	METTL7B	55681545	55684567	310	1.4085065091981284
12	ENSG00000170442.11	KRT86	52249299	52309163	469	0.9438461937428756
4	ENSG00000170448.11	NFXL1	47847232	47914141	362	1.6266545403322203
12	ENSG00000170456.15	DENND5B	31382222	31591097	420	-0.3632470513588912
5	ENSG00000170464.9	DNAJC18	139408587	139444491	271	-0.19699922121700966
14	ENSG00000170468.7	RIOX1	73490963	73493392	335	-0.6201324290089494
5	ENSG00000170469.10	SPATA24	139396562	139404088	237	-0.7092676382307865
12	ENSG00000170477.12	KRT4	52806548	52814551	201	2.0393867748975354
2	ENSG00000170485.16	NPAS2	100820151	100996829	530	0.5059150726879483
2	ENSG00000170500.12	LONRF2	100273290	100322733	460	0.9463099281832534
4	ENSG00000170502.12	NUDT9	87422581	87459454	367	-0.5591123729619251
4	ENSG00000170522.9	ELOVL6	110045845	110199199	370	-0.13066164186491955
10	ENSG00000170525.19	PFKFB3	6144933	6254644	532	3.084155284784009
16	ENSG00000170537.12	TMC7	18983933	19063804	239	-0.7106081797884801
6	ENSG00000170542.5	SERPINB9	2887265	2903280	511	2.265902487203216
5	ENSG00000170549.3	IRX1	3596053	3601403	157	-0.5792752379964168
18	ENSG00000170558.8	CDH2	27950965	28177446	355	-0.4630641533621036
18	ENSG00000170579.16	DLGAP1	3496031	4455335	537	0.31830539571890865
5	ENSG00000170606.14	HSPA4	133051961	133106449	282	0.12681244411432682
8	ENSG00000170619.9	COMMD5	144841041	144853736	487	-0.6355846476428096
5	ENSG00000170624.13	SGCD	155870343	156767788	492	0.6893103774737631
12	ENSG00000170633.16	RNF34	121400040	121430623	333	-0.18538762056938352
2	ENSG00000170634.12	ACYP2	53970840	54305300	511	-0.022468060678648264
22	ENSG00000170638.9	TRABD	50185914	50199598	451	0.4606155482285982
11	ENSG00000170647.3	TMEM133	100991988	100993941	349	-0.23850631766433236
7	ENSG00000170667.14	RASA4B	102483138	102517781	101	-0.4935599016403127
18	ENSG00000170677.5	SOCS6	70288900	70330200	315	-0.5560909763174784
9	ENSG00000170681.6	MURC	100578078	100587906	275	0.6491835546736913
11	ENSG00000170743.16	SYT9	7238777	7469042	521	1.3166881864821212
2	ENSG00000170745.11	KCNS3	17877846	18361616	450	2.0159648728176776
10	ENSG00000170759.10	KIF5B	32009009	32056431	398	-0.23987296997049865
15	ENSG00000170776.21	AKAP13	85380570	85749358	515	2.860803810570109
4	ENSG00000170801.9	HTRA3	8269764	8307111	418	0.8381060122587186
2	ENSG00000170802.15	FOXN2	48314636	48379294	339	-0.242292952408096
2	ENSG00000170820.11	FSHR	48962156	49154537	129	1.7793386497798298
7	ENSG00000170852.10	KBTBD2	32868171	32894131	361	-0.11224278753640883
3	ENSG00000170854.17	RIOX2	97941817	97972457	331	-0.2500750500803246
3	ENSG00000170860.3	LSM3	14178357	14201119	375	-0.5657331725654077
4	ENSG00000170871.11	KIAA0232	6781374	6884170	428	-0.3904502101658415
8	ENSG00000170873.18	MTSS1	124550789	124728429	539	2.257990259807099
3	ENSG00000170876.7	TMEM43	14124939	14143679	431	0.11712895544775165
8	ENSG00000170881.4	RNF139	124474737	124487914	279	-0.5700877128064079
19	ENSG00000170889.13	RPS9	54200741	54249003	521	4.042089194084227
6	ENSG00000170899.10	GSTA4	52977947	52995378	414	1.3131326115283921
11	ENSG00000170903.10	MSANTD4	105995622	106022403	384	-0.15759708450852292
19	ENSG00000170906.15	NDUFA3	54102727	54109257	387	-0.20235691629169794
19	ENSG00000170909.13	OSCAR	54094667	54102692	286	-0.6039648178281765
6	ENSG00000170915.8	PAQR8	52361420	52407777	487	0.3467017206331557
13	ENSG00000170919.15	TPT1-AS1	45341370	45393315	411	0.7563386188158258
6	ENSG00000170927.14	PKHD1	51615299	52087625	194	-0.4389184110881306
11	ENSG00000170946.14	DNAJC24	31369839	31431849	324	-0.705411098768051
19	ENSG00000170949.17	ZNF160	53066605	53103436	518	1.0801506369713445
19	ENSG00000170954.11	ZNF415	53107878	53133077	510	0.2174116785715604
11	ENSG00000170959.14	DCDC1	30830368	31369810	174	-0.8258231041151574
8	ENSG00000170961.6	HAS2	121612115	121641189	333	-0.5502274785991429
11	ENSG00000170962.12	PDGFD	103907185	104164379	470	1.8447133128611024
1	ENSG00000170989.8	S1PR1	101236887	101241518	276	-0.07162301809950611
15	ENSG00000171016.11	PYGO1	55538889	55588947	346	-0.5841676026752495
8	ENSG00000171044.10	XKR6	10896044	11201366	493	-0.3149871746007458
8	ENSG00000171045.14	TSNARE1	142212079	142403240	508	1.1334761477168358
19	ENSG00000171051.8	FPR1	51745171	51804110	472	0.6105739129182114
2	ENSG00000171055.14	FEZ2	36531804	36646087	468	1.3857917199602174
8	ENSG00000171056.7	SOX7	10723767	10730512	442	0.5048778348093186
11	ENSG00000171067.10	C11orf24	68261334	68272001	400	1.0098619580727983
9	ENSG00000171097.13	KYAT1	128832941	128882494	198	-0.7544134218714799
2	ENSG00000171103.10	TRMT61B	28849820	28870301	299	-0.5647173559038365
19	ENSG00000171105.13	INSR	7112254	7294034	539	0.7083515771041669
3	ENSG00000171109.18	MFN1	179347691	179394931	390	-0.4411263287460129
3	ENSG00000171121.16	KCNMB3	179240093	179267002	459	-0.07539913395747071
19	ENSG00000171124.12	FUT3	5842887	5851474	268	-0.4728011094743572
7	ENSG00000171130.17	ATP6V0E2	149872967	149880698	302	4.58659993475736
2	ENSG00000171132.13	PRKCE	45651344	46187990	542	-0.01487378932000445
3	ENSG00000171135.13	JAGN1	9890553	9894349	341	-0.3127739712927507
2	ENSG00000171150.7	SOCS5	46698951	46763129	425	-0.29773683567443004
9	ENSG00000171159.4	C9orf16	128160259	128163928	83	-0.4120388877941964
2	ENSG00000171174.13	RBKS	27781363	27891098	223	-0.6651602141443923
21	ENSG00000171189.17	GRIK1	29536932	29940033	373	-0.31981839265508066
4	ENSG00000171195.10	MUC7	70430491	70482997	148	1.1827618470422143
6	ENSG00000171217.5	CLDN20	155264012	155276548	401	-0.4907476638393037
11	ENSG00000171219.8	CDC42BPG	64823386	64844569	317	-0.7017885158366632
10	ENSG00000171224.8	C10orf35	69630250	69633599	373	-0.116246554980969
2	ENSG00000171227.6	TMEM37	119429900	119438520	185	-0.2127506099216154
4	ENSG00000171234.13	UGT2B7	69051362	69112987	60	2.041275637968492
19	ENSG00000171236.9	LRG1	4536408	4540474	221	-0.0448582408644818
17	ENSG00000171246.5	NPTX1	80467147	80477843	354	1.3184173451020085
15	ENSG00000171262.11	FAM98B	38454126	38487710	75	-0.6669762331686658
19	ENSG00000171291.8	ZNF439	11848760	11883750	308	-0.35174215810852105
19	ENSG00000171295.12	ZNF440	11814283	11835201	362	-0.2611649598666557
17	ENSG00000171298.12	GAA	80101555	80119879	453	3.8406866571340172
17	ENSG00000171302.16	CANT1	78991716	79009867	269	-0.1355442570653178
2	ENSG00000171303.6	KCNK3	26692689	26733420	328	0.6584435907044771
10	ENSG00000171307.18	ZDHHC16	97446130	97457370	368	-0.5805894912408858
12	ENSG00000171310.10	CHST11	104455294	104762014	518	-0.18050137247077064
10	ENSG00000171311.12	EXOSC1	97436141	97446017	357	-0.6142277478123466
10	ENSG00000171314.8	PGAM1	97426159	97433441	158	-0.6291702801585884
8	ENSG00000171316.11	CHD7	60678777	60868028	366	-0.3300526052594623
8	ENSG00000171320.14	ESCO2	27771948	27812640	271	-0.7013465710856391
17	ENSG00000171345.13	KRT19	41523616	41528308	258	4.722450876618732
17	ENSG00000171346.15	KRT15	41513742	41522529	259	4.554273035085081
5	ENSG00000171368.11	TPPP	659861	693395	474	1.8057894052362304
1	ENSG00000171385.9	KCND3	111770661	111989155	525	-0.04505457517722248
17	ENSG00000171401.14	KRT13	41500980	41505705	278	2.3262493607096766
17	ENSG00000171403.9	KRT9	41565840	41572058	1	
6	ENSG00000171408.13	PDE7B	135851695	136195574	456	-0.4531668749209956
19	ENSG00000171425.9	ZNF581	55643546	55645622	122	-0.4960248357566069
8	ENSG00000171428.13	NAT1	18170476	18223689	142	-0.6555685643682988
5	ENSG00000171444.17	MCC	113022098	113488830	501	1.1159928760180555
18	ENSG00000171451.13	DSEL	67506581	67516980	359	-0.5521964959387882
6	ENSG00000171453.17	POLR1C	43517021	43529585	405	-0.5132367707711256
20	ENSG00000171456.16	ASXL1	32358343	32439319	306	-0.37317284161411257
6	ENSG00000171462.14	DLK2	43450430	43456632	216	-0.6585393114517277
19	ENSG00000171466.9	ZNF562	9641807	9675086	303	-0.4183794110933388
6	ENSG00000171467.15	ZNF318	43307133	43369478	325	-0.4489142564847251
19	ENSG00000171469.10	ZNF561	9604679	9621399	219	-0.10667217174789434
4	ENSG00000171476.21	HOPX	56647987	56681899	433	2.00649525629474
1	ENSG00000171488.14	LRRC8C	89633071	89769903	418	-0.07017503382314373
16	ENSG00000171490.12	RSL1D1	11833849	11851585	352	-0.3948855077974094
4	ENSG00000171497.4	PPID	158709623	158723396	243	0.06797339195128271
1	ENSG00000171502.14	COL24A1	85729232	86156943	449	0.3650716251411625
4	ENSG00000171503.11	ETFDH	158672255	158709133	330	-0.4322764108611128
5	ENSG00000171530.13	TBCA	77691165	77868780	388	0.08947642840052382
11	ENSG00000171533.11	MAP6	75586917	75669120	418	-0.4516530731775258
2	ENSG00000171551.11	ECEL1	232479826	232487828	67	-0.1894716488309107
4	ENSG00000171566.11	PLRG1	154535005	154550435	353	-0.4607616139795932
19	ENSG00000171574.17	ZNF584	58401503	58418327	439	0.11644672097545312
2	ENSG00000171596.6	NMUR1	231523159	231530495	313	1.5564895770127944
5	ENSG00000171604.11	CXXC5	139647298	139683882	277	-0.5953385440775518
1	ENSG00000171608.15	PIK3CD	9651731	9729025	390	-0.5384754254799151
5	ENSG00000171617.13	ENC1	74627405	74641424	334	1.1311490228149506
1	ENSG00000171621.13	SPSB1	9292879	9369532	504	0.019427612230805108
17	ENSG00000171634.16	BPTF	67825523	67984378	306	-0.5220596954424335
3	ENSG00000171658.8	NMRAL2P	185959942	185980872	315	-0.5801964669373016
12	ENSG00000171681.12	ATF7IP	14365631	14502935	432	-0.4300393482846519
20	ENSG00000171700.13	RGS19	64073180	64079988	359	-0.21377958027330105
20	ENSG00000171703.16	TCEA2	64049835	64072347	478	-0.20227482111103295
11	ENSG00000171714.10	ANO5	22193175	22283357	323	0.11789257101263015
5	ENSG00000171720.9	HDAC3	141620875	141636870	338	-0.644810592681562
16	ENSG00000171724.2	VAT1L	77788529	77980107	451	3.255462786611226
1	ENSG00000171729.13	TMEM51	15152531	15220480	479	0.5413882291879675
1	ENSG00000171735.18	CAMTA1	6785323	7769706	537	-0.21901811027603724
19	ENSG00000171747.8	LGALS4	38801670	38813364	125	-0.5657331725654077
19	ENSG00000171777.15	RASGRP4	38409084	38426305	275	-0.7314036353707393
1	ENSG00000171790.15	SLFNL1	41020225	41023237	163	-0.6831254330194924
18	ENSG00000171791.12	BCL2	63123345	63320128	521	-0.2864888768132348
12	ENSG00000171792.10	RHNO1	2876257	2889523	319	-0.4410042609131177
1	ENSG00000171793.13	CTPS1	40979334	41012565	306	-0.3979873172521661
10	ENSG00000171798.17	KNDC1	133160446	133226412	440	1.8744546858381237
10	ENSG00000171811.13	CFAP46	132808391	132942823	450	0.5985620243720621
10	ENSG00000171813.13	PWWP2B	132397167	132417863	391	-0.4228017928902196
12	ENSG00000171823.6	FBXL14	1565992	1594165	126	-0.7489349012760654
12	ENSG00000171840.11	NINJ2	564295	663779	483	0.6397509713876732
12	ENSG00000171847.10	FAM90A1	8221259	8227618	363	-0.0327428452573457
2	ENSG00000171853.15	TRAPPC12	3379674	3485094	497	2.6445070528807615
20	ENSG00000171858.17	RPS21	62387115	62388520	401	0.0015814338573386195
17	ENSG00000171861.10	MRM3	782451	792509	224	-0.6321739310862959
2	ENSG00000171863.12	RPS7	3575204	3580919	375	-0.4442414998414978
2	ENSG00000171865.9	RNASEH1	3544792	3558491	332	-0.6864929677427879
20	ENSG00000171867.16	PRNP	4686235	4701590	231	-0.14629763578048074
20	ENSG00000171873.7	ADRA1D	4220630	4249074	290	-0.6338104029710468
15	ENSG00000171877.20	FRMD5	43870760	44195252	93	-0.7878147248564257
19	ENSG00000171903.16	CYP4F11	15912366	15934867	346	3.826928173608328
15	ENSG00000171914.16	TLN2	62390525	62844631	511	0.6313520958590272
17	ENSG00000171928.13	TVP23B	18780994	18806714	425	-0.226271145836836
20	ENSG00000171940.13	ZNF217	53567064	53609907	417	-0.21393174615264698
1	ENSG00000171943.11	SRGAP2C	121184809	121392822	253	-0.5093091743635918
19	ENSG00000171954.12	CYP4F22	15508492	15552317	246	-0.12865947191231722
1	ENSG00000171960.10	PPIH	42658424	42676758	395	0.8029704821723114
20	ENSG00000171984.14	C20orf196	5750392	5863912	490	-0.28059965494806816
10	ENSG00000171988.18	JMJD1C	63167220	63521850	380	-0.3499255960163572
19	ENSG00000172006.11	ZNF554	2819873	2835773	386	-0.4170160343217616
4	ENSG00000172007.5	RAB33B	139454034	139476609	296	-0.2794478964676809
19	ENSG00000172009.14	THOP1	2785459	2815807	279	0.2463885823811584
3	ENSG00000172020.12	GAP43	115623323	115721490	153	-0.5220596954424335
3	ENSG00000172046.18	USP19	49108045	49120938	323	-0.5403440459125782
3	ENSG00000172053.17	QARS	49095931	49105135	296	-0.4077119090562681
3	ENSG00000172061.8	LRRC15	194355246	194369743	228	2.927152418247002
19	ENSG00000172081.13	MOB3A	2071037	2096673	405	-0.08201632746095168
2	ENSG00000172116.21	CD8B	86815338	86861924	316	-0.43693662078531337
17	ENSG00000172123.12	SLFN12	35411059	35433283	325	-0.02836615859426778
16	ENSG00000172137.18	CALB2	71358712	71390438	305	-0.023003978839744657
9	ENSG00000172159.15	FRMD3	83242989	83538546	525	0.6636468490455851
8	ENSG00000172164.13	SNTB1	120535744	120812143	499	-0.017316353305674173
17	ENSG00000172171.10	TEFM	30897335	30906820	249	-0.5340184788824593
15	ENSG00000172183.14	ISG20	88636152	88656483	446	1.5481129716891675
6	ENSG00000172197.10	MBOAT1	20102144	20212399	399	-0.4507880436098288
19	ENSG00000172232.9	AZU1	825096	832018	218	-0.730137041618405
16	ENSG00000172236.16	TPSAB1	1240695	1242554	274	0.100475726221726
5	ENSG00000172239.13	PAIP1	43526266	43557758	301	-0.3649288297742277
5	ENSG00000172244.8	C5orf34	43486700	43515145	302	-0.19059746125730845
1	ENSG00000172260.14	NEGR1	71395939	72282734	454	-0.5015084997598166
20	ENSG00000172264.16	MACROD2	13995368	16053197	541	0.7305897124600449
11	ENSG00000172269.18	DPAGT1	119096502	119108331	334	-0.4375121706636765
11	ENSG00000172273.12	HINFP	119121586	119136044	306	-0.2739149390618987
2	ENSG00000172292.14	CERS6	168455861	168775137	445	-0.11867111844090784
20	ENSG00000172296.12	SPTLC3	13008978	13169103	521	0.1653155682972747
20	ENSG00000172315.5	TP53RK	46684364	46689658	221	-0.5258773070790571
12	ENSG00000172322.13	CLEC12A	9971414	9985595	323	1.7164672121167075
3	ENSG00000172340.14	SUCLG2	67360459	67654614	527	0.8595462707278994
6	ENSG00000172348.14	RCAN2	46220735	46491972	387	0.3862655290760825
15	ENSG00000172349.17	IL16	81159574	81314058	443	0.6560397438793295
16	ENSG00000172366.19	MCRIP2	636816	648472	312	-0.6504268867239025
11	ENSG00000172375.12	C2CD2L	119102371	119118544	334	-0.5966517120310734
15	ENSG00000172379.20	ARNT2	80404350	80597937	452	0.7264597845589215
1	ENSG00000172380.5	GNG12	67701465	67833467	364	0.1735636820594836
4	ENSG00000172403.10	SYNPO2	118850687	119061247	523	3.515155853394988
1	ENSG00000172456.17	FGGY	59296637	59810647	532	-0.34136180329615684
18	ENSG00000172466.15	ZNF24	35332211	35345482	405	-0.4569906259915377
6	ENSG00000172469.15	MANEA	95577542	95609457	425	-0.08333976616164783
2	ENSG00000172478.17	C2orf54	240886047	240896889	305	4.035017056815442
4	ENSG00000172493.20	AFF1	86935001	87141054	484	0.4797478540773292
11	ENSG00000172508.10	CARNS1	67414967	67425607	288	0.3697105228001138
16	ENSG00000172530.20	BANP	87949243	88077318	469	-0.14090088414917692
11	ENSG00000172531.14	PPP1CA	67398410	67419486	237	-0.1646056033398402
10	ENSG00000172538.6	FAM170B	49131153	49134008	2	
5	ENSG00000172548.14	NIPAL4	157460078	157474717	355	1.7186525047081092
2	ENSG00000172554.11	SNTG2	950867	1367613	525	2.7174346498545376
12	ENSG00000172572.6	PDE3A	20369244	20684381	521	-0.15531984436179655
15	ENSG00000172575.11	RASGRP1	38488102	38565575	432	0.0093836578058787
3	ENSG00000172578.11	KLHL6	183487530	183555689	434	-0.30959289481799396
6	ENSG00000172594.12	SMPDL3A	122789048	122809720	450	0.4973189637688038
11	ENSG00000172613.7	RAD9A	67317870	67398182	253	-0.5693347043655237
10	ENSG00000172661.17	WASHC2C	45727231	45792961	286	-0.09951949838886542
3	ENSG00000172667.10	ZMAT3	179017222	179072279	413	-0.3914382183549558
10	ENSG00000172671.19	ZFAND4	45615500	45672780	279	-0.2162813182251292
17	ENSG00000172716.16	SLFN11	35350304	35373701	485	0.11687467933697268
11	ENSG00000172725.13	CORO1B	67436350	67443821	261	-0.08395584969473056
8	ENSG00000172728.15	FUT10	33370823	33473385	348	-0.302152100994856
8	ENSG00000172733.11	PURG	30995801	31033715	245	-0.652512938796772
8	ENSG00000172748.13	ZNF596	232231	264703	418	1.4194058817511104
11	ENSG00000172757.12	CFL1	65823021	65861946	294	1.3000318014089225
13	ENSG00000172766.18	NAA16	41311204	41377030	380	-0.11013939985074556
17	ENSG00000172782.11	FADS6	74877298	74893781	137	-0.2043619562515881
9	ENSG00000172785.18	CBWD1	121037	179147	461	-0.4082683689807306
17	ENSG00000172794.19	RAB37	74670577	74747318	428	-0.4614149722709289
5	ENSG00000172795.15	DCP2	112976701	113020970	361	-0.3015476792461023
8	ENSG00000172817.3	CYP7B1	64587762	64798761	301	0.13960469482672702
11	ENSG00000172818.9	OVOL1	65787021	65796859	305	-0.2719623245854616
16	ENSG00000172828.12	CES3	66961236	66975148	121	-0.3674306489044804
16	ENSG00000172831.11	CES2	66934443	66944659	168	-0.05590204595614303
16	ENSG00000172840.6	PDP2	66878588	66895754	145	-0.6076268528150318
5	ENSG00000172869.14	DMXL1	119037771	119249138	416	-0.5044032416230494
2	ENSG00000172878.13	METAP1D	171999582	172082430	476	-0.6142277478123466
3	ENSG00000172888.11	ZNF621	40524877	40574685	312	-0.4557286932560983
9	ENSG00000172889.15	EGFL7	136658855	136672678	419	0.2903626835619049
5	ENSG00000172901.19	LVRN	115962453	116027619	461	0.31646503663912234
13	ENSG00000172915.18	NBEA	34942286	35673022	494	-0.33148050400361784
11	ENSG00000172922.8	RNASEH2C	65714910	65720947	399	-0.18435893675914924
11	ENSG00000172927.7	MYEOV	69294137	69367726	222	1.0117431635907643
11	ENSG00000172935.8	MRGPRF	69004647	69013409	330	-0.4782959838625938
2	ENSG00000172954.13	LCLAT1	30447225	30644225	435	-0.25851285073483105
4	ENSG00000172955.17	ADH6	99202637	99219537	308	0.11667135279941075
2	ENSG00000172965.14	MIR4435-2HG	111196349	111495100	533	0.18475713220658727
