CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	count_fdr_0p1	pctile_fdr_0p1	z_score	ens_version	status
2	ENSG00000204099	NEU4	241809806	241817413	141	54	0.382978723	1.655717054	11	autosome
2	ENSG00000228613	AC144450.1	1546664	1620113	162	65	0.401234568	1.775941158	1	autosome
2	ENSG00000225234	TRAPPC12-AS1	3481241	3482409	110	9	0.081818182	-0.327579646	1	autosome
2	ENSG00000182551	ADI1	3497428	3517747	165	112	0.678787879	3.603772131	13	autosome
2	ENSG00000134326	CMPK2	6840569	6866635	80	2	0.025	-0.701756529	11	autosome
2	ENSG00000228203	RNF144A-AS1	6912276	6918709	167	20	0.119760479	-0.07771015	6	autosome
2	ENSG00000223884	AC019048.1	7062726	7077880	177	6	0.033898305	-0.643156624	5	autosome
2	ENSG00000236790	LINC00299	8007770	8383621	174	25	0.143678161	0.079800058	5	autosome
2	ENSG00000134313	KIDINS220	8721080	8837630	171	9	0.052631579	-0.519788403	15	autosome
2	ENSG00000196208	GREB1	11482340	11642788	210	15	0.071428571	-0.396000562	13	autosome
2	ENSG00000185013	NT5C1B	18562871	18589572	42	1	0.023809524	-0.709596425	16	autosome
2	ENSG00000228784	LINC00954	19868859	19885047	212	22	0.103773585	-0.182992051	7	autosome
2	ENSG00000269976	RP11-130L8.2	20586247	20586686	27	3	0.111111111	-0.134670676	1	autosome
2	ENSG00000279526	AC011239.2	23616498	23617987	114	7	0.061403509	-0.462020744	1	autosome
2	ENSG00000186453	FAM228A	24175068	24200849	130	21	0.161538462	0.197419302	12	autosome
2	ENSG00000198399	ITSN2	24202863	24360714	174	18	0.103448276	-0.185134378	14	autosome
2	ENSG00000084710	EFR3B	25042129	25159137	212	11	0.051886792	-0.524693204	13	autosome
2	ENSG00000084754	HADHA	26190634	26244726	112	54	0.482142857	2.308763759	10	autosome
2	ENSG00000138029	HADHB	26243169	26290468	158	17	0.107594937	-0.157826489	13	autosome
2	ENSG00000138018	SELENOI	26346085	26395891	184	11	0.059782609	-0.472695202	17	autosome
2	ENSG00000171303	KCNK3	26692689	26733420	182	30	0.164835165	0.219129785	6	autosome
2	ENSG00000084764	MAPRE3	26970611	27027196	145	16	0.110344828	-0.139717046	10	autosome
2	ENSG00000119777	TMEM214	27032953	27041695	136	7	0.051470588	-0.527434122	18	autosome
2	ENSG00000084693	AGBL5	27042363	27070471	148	6	0.040540541	-0.599414095	15	autosome
2	ENSG00000138080	EMILIN1	27078566	27086408	102	2	0.019607843	-0.737266649	13	autosome
2	ENSG00000138030	KHK	27086746	27100593	134	24	0.179104478	0.313100532	12	autosome
2	ENSG00000138028	CGREF1	27098888	27119115	139	20	0.143884892	0.081161489	15	autosome
2	ENSG00000084774	CAD	27217389	27243943	119	6	0.050420168	-0.534351678	13	autosome
2	ENSG00000138100	TRIM54	27282391	27307399	43	0	0	-0.866394357	13	autosome
2	ENSG00000115204	MPV17	27309491	27325680	100	2	0.02	-0.734684094	14	autosome
2	ENSG00000115207	GTF3C2	27325848	27357034	126	8	0.063492063	-0.448266539	13	autosome
2	ENSG00000234072	AC074117.10	27356492	27367622	128	4	0.03125	-0.660597072	1	autosome
2	ENSG00000115211	EIF2B4	27364351	27370486	149	6	0.040268456	-0.601205909	15	autosome
2	ENSG00000115234	SNX17	27370495	27377230	124	9	0.072580645	-0.388413565	10	autosome
2	ENSG00000115241	PPM1G	27381193	27409687	140	7	0.05	-0.5371187	10	autosome
2	ENSG00000115216	NRBP1	27427789	27442259	138	10	0.072463768	-0.389183261	13	autosome
2	ENSG00000157992	KRTCAP3	27442365	27446481	120	6	0.05	-0.5371187	12	autosome
2	ENSG00000138002	IFT172	27444370	27489789	154	11	0.071428571	-0.396000562	14	autosome
2	ENSG00000115226	FNDC4	27491882	27495245	122	5	0.040983607	-0.596496278	9	autosome
2	ENSG00000221843	C2orf16	27537385	27582721	119	2	0.016806723	-0.755713464	4	autosome
2	ENSG00000198522	GPN1	27628246	27650811	187	17	0.090909091	-0.267711345	13	autosome
2	ENSG00000163798	SLC4A1AP	27663840	27694976	163	5	0.030674847	-0.664384752	13	autosome
2	ENSG00000172954	LCLAT1	30447225	30644225	214	18	0.08411215	-0.312472692	13	autosome
2	ENSG00000158089	GALNT14	30910466	31155202	154	7	0.045454545	-0.567052851	14	autosome
2	ENSG00000152133	GPATCH11	37084450	37099209	190	8	0.042105263	-0.589109594	14	autosome
2	ENSG00000055332	EIF2AK2	37099244	37157065	199	20	0.100502513	-0.204533741	16	autosome
2	ENSG00000003509	NDUFAF7	37231713	37253403	213	18	0.084507042	-0.309872121	15	autosome
2	ENSG00000236213	AC006369.2	37600135	37612258	71	4	0.056338028	-0.495379533	1	autosome
2	ENSG00000143891	GALM	38665909	38741237	195	29	0.148717949	0.112989647	16	autosome
2	ENSG00000115875	SRSF7	38743598	38751494	99	3	0.03030303	-0.666833353	18	autosome
2	ENSG00000152147	GEMIN6	38751533	38785000	72	0	0	-0.866394357	10	autosome
2	ENSG00000115904	SOS1	38981395	39124345	174	11	0.063218391	-0.450068814	12	autosome
2	ENSG00000152518	ZFP36L2	43222401	43226609	198	59	0.297979798	1.095955515	7	autosome
2	ENSG00000234936	AC010883.5	43229572	43233394	100	5	0.05	-0.5371187	1	autosome
2	ENSG00000115970	THADA	43230835	43596046	238	20	0.084033613	-0.312989892	18	autosome
2	ENSG00000152527	PLEKHH2	43637272	43767987	252	66	0.261904762	0.858382891	13	autosome
2	ENSG00000138036	DYNC2LI1	43774038	43810010	171	21	0.122807018	-0.057647131	18	autosome
2	ENSG00000138079	SLC3A1	44275457	44321463	139	30	0.215827338	0.554939412	13	autosome
2	ENSG00000138078	PREPL	44316280	44361862	158	34	0.215189873	0.55074138	15	autosome
2	ENSG00000250565	ATP6V1E2	46490749	46542557	227	16	0.070484581	-0.40221722	6	autosome
2	ENSG00000171150	SOCS5	46698951	46763129	217	12	0.055299539	-0.502218516	7	autosome
2	ENSG00000260977	RP11-333I13.1	46777782	46780245	88	2	0.022727273	-0.716723604	1	autosome
2	ENSG00000228925	AC016722.4	46899274	46908678	212	47	0.221698113	0.593601478	1	autosome
2	ENSG00000180398	MCFD2	46901869	46941855	216	46	0.212962963	0.536076032	11	autosome
2	ENSG00000068724	TTC7A	46916156	47076137	261	42	0.16091954	0.193343388	15	autosome
2	ENSG00000143933	CALM2	47160081	47176601	222	26	0.117117117	-0.095118044	16	autosome
2	ENSG00000095002	MSH2	47402968	47562311	185	14	0.075675676	-0.368031201	13	autosome
2	ENSG00000184261	KCNK12	47516580	47570939	140	10	0.071428571	-0.396000562	4	autosome
2	ENSG00000143947	RPS27A	55231902	55235853	178	11	0.061797753	-0.459424444	13	autosome
2	ENSG00000055813	CCDC85A	56184122	56386173	216	14	0.064814815	-0.439555543	5	autosome
2	ENSG00000162924	REL	60881520	60925908	171	3	0.01754386	-0.750859039	13	autosome
2	ENSG00000237522	NONOP2	60936818	60938049	134	4	0.029850746	-0.669811875	1	autosome
2	ENSG00000232713	AC010733.5	60938203	60938604	37	0	0	-0.866394357	2	autosome
2	ENSG00000212978	AC016747.3	61141591	61144969	182	13	0.071428571	-0.396000562	6	autosome
2	ENSG00000237651	C2orf74	61145067	61164829	151	37	0.245033113	0.747274423	6	autosome
2	ENSG00000271889	RP11-493E12.1	61151432	61162105	145	35	0.24137931	0.723212261	1	autosome
2	ENSG00000115464	USP34	61192900	61470769	228	20	0.087719298	-0.288717767	14	autosome
2	ENSG00000270820	RP11-355B11.2	61471187	61484130	140	8	0.057142857	-0.490079321	5	autosome
2	ENSG00000186889	TMEM17	62500220	62506341	170	6	0.035294118	-0.633964482	9	autosome
2	ENSG00000119844	AFTPH	64524304	64593005	179	20	0.111731844	-0.130582834	15	autosome
2	ENSG00000115902	SLC1A4	64988476	65023865	222	83	0.373873874	1.595756948	10	autosome
2	ENSG00000138071	ACTR2	65227752	65271253	214	32	0.14953271	0.11835527	13	autosome
2	ENSG00000232046	LINC01798	66574029	66730157	180	4	0.022222222	-0.720049621	6	autosome
2	ENSG00000116031	CD207	70830213	70835822	139	10	0.071942446	-0.392616434	8	autosome
2	ENSG00000228384	AC007040.6	70994509	71002754	111	6	0.054054054	-0.510420674	4	autosome
2	ENSG00000144036	EXOC6B	72175983	72826041	190	19	0.1	-0.207843044	15	autosome
2	ENSG00000135631	RAB11FIP5	73073381	73156721	217	16	0.073732719	-0.380826569	16	autosome
2	ENSG00000116127	ALMS1	73385757	73610793	170	18	0.105882353	-0.169104731	17	autosome
2	ENSG00000144034	TPRKB	73729103	73737400	136	11	0.080882353	-0.33374256	14	autosome
2	ENSG00000144048	DUSP11	73762183	73780157	145	5	0.034482759	-0.639307697	10	autosome
2	ENSG00000114978	MOB1A	74152527	74178898	152	9	0.059210526	-0.476462659	17	autosome
2	ENSG00000065911	MTHFD2	74198561	74216241	159	17	0.106918239	-0.16228289	11	autosome
2	ENSG00000284308	C2orf81	74414175	74421591	57	1	0.01754386	-0.750859039	1	autosome
2	ENSG00000114993	RTKN	74425835	74442422	51	2	0.039215686	-0.60813894	16	autosome
2	ENSG00000239779	WBP1	74458328	74460891	66	4	0.060606061	-0.467272349	6	autosome
2	ENSG00000204822	MRPL53	74471957	74473322	66	6	0.090909091	-0.267711345	6	autosome
2	ENSG00000115282	TTC31	74483408	74494886	74	5	0.067567568	-0.421427254	19	autosome
2	ENSG00000115307	AUP1	74526644	74529376	70	6	0.085714286	-0.301921803	16	autosome
2	ENSG00000135622	SEMA4F	74654227	74683853	67	0	0	-0.866394357	12	autosome
2	ENSG00000246575	AC093162.5	85315040	85316529	165	20	0.121212121	-0.068150341	2	autosome
2	ENSG00000168899	VAMP5	85584407	85593412	188	34	0.180851064	0.324602698	4	autosome
2	ENSG00000115525	ST3GAL5	85837119	85905199	215	53	0.246511628	0.757011205	17	autosome
2	ENSG00000068654	POLR1A	86020215	86106155	203	15	0.073891626	-0.379780086	15	autosome
2	ENSG00000132300	PTCD3	86106181	86142157	182	8	0.043956044	-0.576921252	18	autosome
2	ENSG00000208772	SNORD94	86135869	86136006	78	2	0.025641026	-0.697535046	1	autosome
2	ENSG00000132305	IMMT	86143931	86195589	198	21	0.106060606	-0.167930843	20	autosome
2	ENSG00000132313	MRPL35	86199354	86213794	189	19	0.100529101	-0.204358646	14	autosome
2	ENSG00000115548	KDM3A	86440646	86492716	189	15	0.079365079	-0.343734585	16	autosome
2	ENSG00000115561	CHMP3	86503430	86563479	181	18	0.099447514	-0.211481449	15	autosome
2	ENSG00000153561	RMND5A	86720172	86778041	165	11	0.066666667	-0.427360148	12	autosome
2	ENSG00000172116	CD8B	86815338	86861924	173	14	0.080924855	-0.333462659	21	autosome
2	ENSG00000222041	CYTOR	87455367	87606805	246	47	0.191056911	0.391813436	10	autosome
2	ENSG00000211592	IGKC	88857160	88857683	50	43	0.86	4.797146935	8	autosome
2	ENSG00000253998	IGKV2-29	89234173	89234912	19	2	0.105263158	-0.173182449	3	autosome
2	ENSG00000143429	AC027612.6	91617159	91659972	23	0	0	-0.866394357	10	autosome
2	ENSG00000275111	ZNF2	95165431	95184317	99	7	0.070707071	-0.400752014	4	autosome
2	ENSG00000115041	KCNIP3	95297303	95386083	99	6	0.060606061	-0.467272349	12	autosome
2	ENSG00000115042	FAHD2A	95402720	95416616	128	7	0.0546875	-0.506249108	9	autosome
2	ENSG00000229689	AC009237.8	95526702	95532405	74	1	0.013513514	-0.777400936	3	autosome
2	ENSG00000084090	STARD7	96184858	96208415	89	12	0.134831461	0.021539998	13	autosome
2	ENSG00000204685	STARD7-AS1	96208825	96242594	97	4	0.041237113	-0.594826805	6	autosome
2	ENSG00000135956	TMEM127	96248515	96265994	180	12	0.066666667	-0.427360148	8	autosome
2	ENSG00000114988	LMAN2L	96705928	96740064	129	8	0.062015504	-0.457990442	11	autosome
2	ENSG00000115085	ZAP70	97713559	97739862	166	9	0.054216867	-0.509348464	13	autosome
2	ENSG00000075568	TMEM131	97756339	97995891	217	22	0.101382488	-0.198738648	16	autosome
2	ENSG00000230140	AC016738.3	100972647	100977161	115	8	0.069565217	-0.408271704	5	autosome
2	ENSG00000071082	RPL31	101002244	101024032	217	64	0.294930876	1.075876797	10	autosome
2	ENSG00000269707	RP11-13J10.1	104853284	104926052	91	5	0.054945055	-0.504552976	1	autosome
2	ENSG00000115652	UXS1	106093302	106194339	161	13	0.080745342	-0.33464485	14	autosome
2	ENSG00000169756	LIMS1	108534354	108687246	183	34	0.18579235	0.357143602	16	autosome
2	ENSG00000228763	LIMS1-AS1	108676794	108678601	49	4	0.081632653	-0.328801448	1	autosome
2	ENSG00000198142	SOWAHC	109614333	109618990	154	19	0.123376623	-0.053895984	4	autosome
2	ENSG00000153093	ACOXL	110732572	111118222	140	12	0.085714286	-0.301921803	18	autosome
2	ENSG00000144136	SLC20A1	112645856	112663827	187	37	0.197860963	0.43662161	10	autosome
2	ENSG00000125637	PSD4	113157324	113209396	224	43	0.191964286	0.397788967	15	autosome
2	ENSG00000146556	WASH2P	113588549	113599034	171	6	0.035087719	-0.635323721	14	autosome
2	ENSG00000236397	DDX11L2	113599035	113601261	95	3	0.031578947	-0.658430784	3	autosome
2	ENSG00000240356	RPL23AP7	113610501	113627090	159	27	0.169811321	0.251900325	6	autosome
2	ENSG00000144134	RABL2A	113627228	113643396	212	23	0.108490566	-0.15192831	18	autosome
2	ENSG00000227359	AC017074.2	113677701	113704078	140	7	0.05	-0.5371187	1	autosome
2	ENSG00000234199	LINC01191	113979568	114007302	18	1	0.055555556	-0.500532516	2	autosome
2	ENSG00000236255	AC009404.2	117833936	117841658	155	7	0.04516129	-0.568984087	1	autosome
2	ENSG00000125631	HTR5BP	117859426	117934942	202	44	0.217821782	0.56807385	7	autosome
2	ENSG00000125633	CCDC93	117915477	118014133	205	51	0.248780488	0.771952812	10	autosome
2	ENSG00000163064	EN1	118842170	118847678	51	1	0.019607843	-0.737266649	6	autosome
2	ENSG00000088179	PTPN4	119759630	119983818	151	11	0.072847682	-0.38665499	8	autosome
2	ENSG00000115109	EPB41L5	120013004	120179119	121	10	0.082644628	-0.322137074	13	autosome
2	ENSG00000226479	TMEM185B	120221277	120223408	141	8	0.056737589	-0.492748222	3	autosome
2	ENSG00000115112	TFCP2L1	121216586	121285207	214	30	0.140186916	0.056808418	7	autosome
2	ENSG00000136709	WDR33	127701021	127811187	198	13	0.065656566	-0.434012182	11	autosome
2	ENSG00000136715	SAP130	127941216	128028120	163	8	0.049079755	-0.543178989	17	autosome
2	ENSG00000152117	AC093838.4	131492812	131521573	162	94	0.580246914	2.954829311	17	autosome
2	ENSG00000144224	UBXN4	135741618	135785055	136	16	0.117647059	-0.091628106	16	autosome
2	ENSG00000231890	DARS-AS1	135985175	136022593	94	1	0.010638298	-0.796335707	7	autosome
2	ENSG00000150540	HNMT	137964019	138016364	154	38	0.246753247	0.758602389	13	autosome
2	ENSG00000115919	KYNU	142877497	143055832	174	20	0.114942529	-0.109438825	14	autosome
2	ENSG00000075884	ARHGAP15	143091361	143768352	268	33	0.123134328	-0.055491621	13	autosome
2	ENSG00000228655	AC096558.1	143295420	143480789	162	13	0.080246914	-0.337927254	6	autosome
2	ENSG00000258268	RP11-570L15.1	143518866	143598002	154	8	0.051948052	-0.524289779	1	autosome
2	ENSG00000150556	LYPD6B	149038106	149215262	176	20	0.113636364	-0.118040592	16	autosome
2	ENSG00000184898	RBM43	151247939	151261879	168	9	0.053571429	-0.513599011	6	autosome
2	ENSG00000123609	NMI	151270464	151290057	191	28	0.146596859	0.09902118	10	autosome
2	ENSG00000177917	ARL6IP6	152717997	152761253	190	9	0.047368421	-0.554448998	10	autosome
2	ENSG00000115165	CYTIP	157414618	157488961	67	5	0.074626866	-0.374938153	9	autosome
2	ENSG00000115170	ACVR1	157736443	157875862	196	8	0.040816327	-0.597597903	13	autosome
2	ENSG00000144283	PKP4	158456963	158682879	225	33	0.146666667	0.099480902	21	autosome
2	ENSG00000204380	PKP4-AS1	158658336	158735002	210	26	0.123809524	-0.051045112	4	autosome
2	ENSG00000153246	PLA2R1	159932005	160062610	252	57	0.226190476	0.623185994	12	autosome
2	ENSG00000115221	ITGB6	160099665	160271888	236	36	0.152542373	0.138175442	10	autosome
2	ENSG00000235724	AC009299.2	161222784	161270683	156	14	0.08974359	-0.275386768	8	autosome
2	ENSG00000115233	PSMD14	161308037	161411717	141	7	0.04964539	-0.539453989	11	autosome
2	ENSG00000236283	AC013463.2	164840671	165195564	258	68	0.263565891	0.869322282	4	autosome
2	ENSG00000169507	SLC38A11	164896185	164955525	227	67	0.295154185	1.077347404	9	autosome
2	ENSG00000178662	CSRNP3	165469646	165689407	207	11	0.053140097	-0.516439553	15	autosome
2	ENSG00000236107	AC010127.3	165957398	166301784	208	25	0.120192308	-0.074866337	7	autosome
2	ENSG00000169432	SCN9A	166195184	166375993	200	21	0.105	-0.174915478	14	autosome
2	ENSG00000235335	AC016723.4	167814773	167941144	102	10	0.098039216	-0.220755815	2	autosome
2	ENSG00000172318	B3GALT1	167868947	167874041	78	4	0.051282051	-0.528675735	5	autosome
2	ENSG00000163093	BBS5	169479177	169506655	209	8	0.038277512	-0.614317299	11	autosome
2	ENSG00000239474	KLHL41	169509701	169526262	43	1	0.023255814	-0.713242889	6	autosome
2	ENSG00000138399	FASTKD1	169529748	169573875	196	19	0.096938776	-0.228002778	17	autosome
2	ENSG00000144362	PHOSPHO2	169694453	169701708	125	5	0.04	-0.602973832	11	autosome
2	ENSG00000123600	METTL8	171317404	171434109	144	6	0.041666667	-0.591997977	19	autosome
2	ENSG00000172878	METAP1D	171999582	172082430	246	7	0.028455285	-0.679001707	13	autosome
2	ENSG00000091409	ITGA6	172427353	172506282	220	44	0.2	0.450708269	14	autosome
2	ENSG00000152256	PDK1	172555372	172608669	120	9	0.075	-0.372480872	13	autosome
2	ENSG00000138430	OLA1	174072446	174248698	203	24	0.118226601	-0.087811524	15	autosome
2	ENSG00000138433	CIR1	174348021	174395715	168	6	0.035714286	-0.631197459	15	autosome
2	ENSG00000144306	SCRN3	174395729	174429575	207	51	0.246376812	0.756123371	14	autosome
2	ENSG00000163328	GPR155	174431570	174487094	210	45	0.214285714	0.544787028	13	autosome
2	ENSG00000128710	HOXD10	176108789	176119942	104	23	0.221153846	0.590017201	5	autosome
2	ENSG00000237380	HOXD-AS2	176121610	176137098	144	12	0.083333333	-0.317601596	6	autosome
2	ENSG00000128709	HOXD9	176122719	176124937	20	3	0.15	0.121432612	12	autosome
2	ENSG00000175879	HOXD8	176129693	176132695	30	0	0	-0.866394357	8	autosome
2	ENSG00000128652	HOXD3	176136611	176173102	202	38	0.188118812	0.372464549	11	autosome
2	ENSG00000224189	HAGLR	176173194	176188540	191	21	0.109947644	-0.142332704	6	autosome
2	ENSG00000116044	NFE2L2	177227594	177265131	200	15	0.075	-0.372480872	15	autosome
2	ENSG00000213963	AC074286.1	177283507	177348475	203	27	0.133004926	0.00951133	6	autosome
2	ENSG00000197557	TTC30A	177612991	177618966	142	5	0.035211268	-0.634510092	6	autosome
2	ENSG00000128655	PDE11A	177623251	178108339	139	11	0.079136691	-0.345238642	16	autosome
2	ENSG00000180228	PRKRA	178431413	178451435	164	4	0.024390244	-0.705772086	12	autosome
2	ENSG00000116095	PLEKHA3	178480467	178516462	193	11	0.056994819	-0.49105423	10	autosome
2	ENSG00000061676	NCKAP1	182909114	183038858	170	42	0.247058824	0.760614769	14	autosome
2	ENSG00000163002	NUP35	183117512	183161680	195	6	0.030769231	-0.663763184	12	autosome
2	ENSG00000170396	ZNF804A	184598720	184939492	76	4	0.052631579	-0.519788403	7	autosome
2	ENSG00000231646	FSIP2-AS1	185783690	185788209	134	5	0.037313433	-0.620666255	5	autosome
2	ENSG00000237877	LINC01473	186032890	186083233	109	6	0.055045872	-0.503889047	6	autosome
2	ENSG00000227227	AC017101.10	186641338	186695287	209	16	0.076555024	-0.362240242	1	autosome
2	ENSG00000168542	COL3A1	188974319	189012746	187	46	0.245989305	0.75357144	14	autosome
2	ENSG00000115368	WDR75	189441432	189475565	185	19	0.102702703	-0.19004436	9	autosome
2	ENSG00000138381	ASNSD1	189661384	189670831	116	16	0.137931034	0.041952282	9	autosome
2	ENSG00000151687	ANKAR	189674289	189761193	122	9	0.073770492	-0.380577815	14	autosome
2	ENSG00000128694	OSGEPL1	189746659	189763227	116	6	0.051724138	-0.525764368	11	autosome
2	ENSG00000128699	ORMDL1	189770322	189783573	120	27	0.225	0.615346097	13	autosome
2	ENSG00000064933	PMS1	189784084	189877629	124	15	0.120967742	-0.069759704	17	autosome
2	ENSG00000187699	C2orf88	189879608	190203484	249	66	0.265060241	0.87916334	10	autosome
2	ENSG00000198130	HIBCH	190189734	190320045	199	72	0.361809045	1.516303861	15	autosome
2	ENSG00000151689	INPP1	190343469	190371665	228	48	0.210526316	0.52002946	12	autosome
2	ENSG00000189362	NEMP2	190504341	190534722	208	11	0.052884615	-0.518122028	11	autosome
2	ENSG00000284052	RP11-284E5.1	190607659	190649830	211	5	0.023696682	-0.710339543	1	autosome
2	ENSG00000168497	SDPR	191834301	191847255	198	44	0.222222222	0.597053005	4	autosome
2	ENSG00000118997	DNAH7	195737702	196068812	99	6	0.060606061	-0.467272349	13	autosome
2	ENSG00000236977	ANKRD44-IT1	197250857	197302519	140	4	0.028571429	-0.678236839	1	autosome
2	ENSG00000115520	COQ10B	197453422	197475308	80	3	0.0375	-0.619437615	8	autosome
2	ENSG00000115540	MOB4	197515570	197553699	139	11	0.079136691	-0.345238642	14	autosome
2	ENSG00000163535	SGO2	200510068	200583782	155	0	0	-0.866394357	17	autosome
2	ENSG00000230408	AC007163.6	200780494	200812170	49	4	0.081632653	-0.328801448	3	autosome
2	ENSG00000226312	CFLAR-AS1	201140277	201157823	130	34	0.261538462	0.855970615	7	autosome
2	ENSG00000003393	ALS2	201700553	201781189	172	14	0.081395349	-0.330364219	14	autosome
2	ENSG00000116030	SUMO1	202206179	202238608	83	1	0.012048193	-0.787050825	16	autosome
2	ENSG00000055044	NOP58	202265715	202303666	115	15	0.130434783	-0.007414384	10	autosome
2	ENSG00000204217	BMPR2	202376935	202567751	205	15	0.073170732	-0.384527543	13	autosome
2	ENSG00000163596	ICA1L	202773149	202871985	200	14	0.07	-0.405408438	16	autosome
2	ENSG00000138442	WDR12	202874781	203014798	186	6	0.032258065	-0.65395845	9	autosome
2	ENSG00000138380	CARF	202912226	202987063	162	4	0.024691358	-0.703789095	17	autosome
2	ENSG00000144426	NBEAL1	203014878	203226378	193	19	0.098445596	-0.218079593	18	autosome
2	ENSG00000119004	CYP20A1	203238939	203305611	179	9	0.05027933	-0.535279172	15	autosome
2	ENSG00000163600	ICOS	203936747	203961577	57	1	0.01754386	-0.750859039	12	autosome
2	ENSG00000225216	AC007362.3	205756468	205764006	47	0	0	-0.866394357	6	autosome
2	ENSG00000118263	KLF7	207074136	207167267	257	20	0.077821012	-0.353903063	14	autosome
2	ENSG00000223725	AC007879.5	207240155	207529736	198	10	0.050505051	-0.533792684	6	autosome
2	ENSG00000118260	CREB1	207529795	207603431	114	13	0.114035088	-0.11541479	14	autosome
2	ENSG00000144401	METTL21A	207580630	207625928	194	19	0.097938144	-0.221421422	14	autosome
2	ENSG00000138413	IDH1	208236226	208266074	43	6	0.139534884	0.052514452	13	autosome
2	ENSG00000115020	PIKFYVE	208266266	208358751	92	4	0.043478261	-0.580067699	16	autosome
2	ENSG00000021826	CPS1	210477681	210679107	238	33	0.138655462	0.04672301	14	autosome
2	ENSG00000178568	ERBB4	211375716	212538841	264	25	0.09469697	-0.24276622	14	autosome
2	ENSG00000235770	LINC00607	215611562	215843722	194	8	0.041237113	-0.594826805	5	autosome
2	ENSG00000279348	RP11-566E18.1	216211403	216213519	85	0	0	-0.866394357	1	autosome
2	ENSG00000232485	AC098820.3	216479029	216488243	140	5	0.035714286	-0.631197459	2	autosome
2	ENSG00000223923	AC010136.2	217978706	217992615	53	0	0	-0.866394357	1	autosome
2	ENSG00000188282	RUFY4	218034959	218090581	97	13	0.134020619	0.016200186	12	autosome
2	ENSG00000237281	CATIP-AS2	218326888	218357966	185	60	0.324324324	1.269447739	1	autosome
2	ENSG00000158428	CATIP	218356855	218368099	71	4	0.056338028	-0.495379533	3	autosome
2	ENSG00000225062	CATIP-AS1	218366664	218367721	38	1	0.026315789	-0.69309138	1	autosome
2	ENSG00000018280	SLC11A1	218382028	218396894	197	55	0.279187817	0.972200679	16	autosome
2	ENSG00000175084	DES	219418376	219426739	150	130	0.866666667	4.841050356	11	autosome
2	ENSG00000234638	AC053503.6	219425070	219425190	134	12	0.089552239	-0.276646913	1	autosome
2	ENSG00000280323	AC053503.12	219427476	219429319	113	2	0.017699115	-0.749836602	1	autosome
2	ENSG00000114923	SLC4A3	219627326	219641980	105	6	0.057142857	-0.490079321	16	autosome
2	ENSG00000116106	EPHA4	221418026	221572358	261	70	0.268199234	0.899835218	11	autosome
2	ENSG00000135900	MRPL44	223957403	223967714	167	21	0.125748503	-0.038275939	3	autosome
2	ENSG00000272622	RP11-395N3.2	226800145	226811029	79	4	0.050632911	-0.532950654	1	autosome
2	ENSG00000168958	MFF	227325164	227357836	220	24	0.109090909	-0.147974743	19	autosome
2	ENSG00000153827	TRIP12	229763837	229923239	223	15	0.067264574	-0.423422622	13	autosome
2	ENSG00000204128	C2orf72	231037489	231049714	106	11	0.103773585	-0.182992051	5	autosome
2	ENSG00000173692	PSMD1	231056863	231172827	168	10	0.05952381	-0.474399528	12	autosome
2	ENSG00000135931	ARMC9	231198545	231374837	240	50	0.208333333	0.505587545	17	autosome
2	ENSG00000156966	B3GNT7	231395542	231401164	178	47	0.264044944	0.872477087	6	autosome
2	ENSG00000206885	SNORA75	231455799	231455936	41	1	0.024390244	-0.705772086	1	autosome
2	ENSG00000156973	PDE6D	231732424	231786272	129	8	0.062015504	-0.457990442	13	autosome
2	ENSG00000144524	COPS7B	231781670	231809254	170	8	0.047058824	-0.556487857	17	autosome
2	ENSG00000227033	AC105461.1	231978487	232015720	29	1	0.034482759	-0.639307697	1	autosome
2	ENSG00000171551	ECEL1	232479826	232487828	59	9	0.152542373	0.138175442	11	autosome
2	ENSG00000085978	ATG16L1	233210050	233295674	207	45	0.217391304	0.565238932	21	autosome
2	ENSG00000198612	COPS8	237085817	237100466	110	12	0.109090909	-0.147974743	10	autosome
2	ENSG00000124839	RAB17	237574321	237601614	187	79	0.422459893	1.915720816	12	autosome
2	ENSG00000184182	UBE2F	237966826	238042782	188	19	0.10106383	-0.200837179	18	autosome
2	ENSG00000204104	TRAF3IP1	238320440	238400900	217	12	0.055299539	-0.502218516	11	autosome
2	ENSG00000172428	COPS9	240126562	240136807	182	13	0.071428571	-0.396000562	10	autosome
2	ENSG00000162804	SNED1	240998837	241094596	259	104	0.401544402	1.777981572	13	autosome
2	ENSG00000225521	AC005237.4	241015598	241033603	173	9	0.052023121	-0.523795408	1	autosome
2	ENSG00000122085	MTERF4	241072168	241102332	197	100	0.507614213	2.476505709	16	autosome
2	ENSG00000176946	THAP4	241584404	241637212	193	9	0.046632124	-0.55929789	11	autosome
2	ENSG00000188389	PDCD1	241849880	241858908	122	19	0.155737705	0.159218344	10	autosome
2	ENSG00000233806	LINC01237	241881362	242078722	255	146	0.57254902	2.904134729	7	autosome
2	ENSG00000216921	AC131097.4	241893984	241902551	108	31	0.287037037	1.023891819	7	autosome
2	ENSG00000237940	LINC01238	241970682	241977276	157	52	0.331210191	1.314794705	3	autosome
2	ENSG00000220804	LINC01881	242088632	242160153	89	3	0.033707865	-0.644410768	8	autosome
2	ENSG00000235688	AC116614.1	949626	950274	103	11	0.106796117	-0.16308713	2	autosome
