CHR	GENE_ID.v2	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count	z_score
6	ENSG00000112276	ENSG00000112276.13	BVES	105096821	105137174	388	-0.19070831
6	ENSG00000132429	ENSG00000132429.9	POPDC3	105158279	105179995	269	-0.457923834
6	ENSG00000085377	ENSG00000085377.13	PREP	105277564	105403084	605	-0.172675436
6	ENSG00000057663	ENSG00000057663.14	ATG5	106045422	106325791	675	-0.454530186
6	ENSG00000112297	ENSG00000112297.14	AIM1	106360807	106571970	761	2.049648846
6	ENSG00000130348	ENSG00000130348.11	QRSL1	106629577	106668417	576	0.269984185
6	ENSG00000130349	ENSG00000130349.9	C6orf203	107028212	107051342	641	-0.619981269
6	ENSG00000178409	ENSG00000178409.13	BEND3	107065181	107115269	369	-0.754148245
6	ENSG00000164494	ENSG00000164494.11	PDSS2	107152556	107459564	683	-0.528173409
6	ENSG00000146285	ENSG00000146285.13	SCML4	107704103	107824317	593	0.101443919
6	ENSG00000025796	ENSG00000025796.13	SEC63	107867755	107957340	400	-0.445847797
6	ENSG00000112335	ENSG00000112335.14	SNX3	108211221	108261260	124	-0.557118417
6	ENSG00000118689	ENSG00000118689.14	FOXO3	108559834	108684774	457	-0.309619238
6	ENSG00000118690	ENSG00000118690.12	ARMC2	108848415	108974472	677	-0.257922347
6	ENSG00000112290	ENSG00000112290.12	WASF1	110099818	110180004	391	-0.298786459
6	ENSG00000203797	ENSG00000203797.9	DDO	110391770	110415562	581	-0.247160489
6	ENSG00000112394	ENSG00000112394.16	SLC16A10	111087502	111231194	628	-0.219955573
6	ENSG00000173214	ENSG00000173214.5	MFSD4B	111259347	111271167	476	-0.557572323
6	ENSG00000009413	ENSG00000009413.15	REV3L	111299027	111483229	595	0.289507835
6	ENSG00000056972	ENSG00000056972.18	TRAF3IP2	111556453	111606278	677	-0.139201347
6	ENSG00000010810	ENSG00000010810.17	FYN	111660331	111873452	761	-0.133091089
6	ENSG00000112769	ENSG00000112769.18	LAMA4	112108759	112254939	791	1.142540192
6	ENSG00000277443	ENSG00000277443.2	MARCKS	113857361	113863471	531	-0.212684653
6	ENSG00000196591	ENSG00000196591.11	HDAC2	113933027	114011308	647	-0.3946564
6	ENSG00000111817	ENSG00000111817.16	DSE	116254172	116444860	771	0.560870164
6	ENSG00000173626	ENSG00000173626.9	TRAPPC3L	116494988	116545610	556	-0.459580785
6	ENSG00000178033	ENSG00000178033.5	FAM26E	116511645	116524792	553	-0.481517143
6	ENSG00000153975	ENSG00000153975.9	ZUFSP	116635617	116668794	527	-0.461798069
6	ENSG00000164465	ENSG00000164465.18	DCBLD1	117453816	117569858	707	0.141942409
6	ENSG00000047932	ENSG00000047932.13	GOPC	117560268	117602542	645	-0.424300473
6	ENSG00000153989	ENSG00000153989.7	NUS1	117675501	117710640	432	-0.447088139
6	ENSG00000111860	ENSG00000111860.13	CEP85L	118460771	118710075	669	0.610539221
6	ENSG00000198523	ENSG00000198523.5	PLN	118548297	118560730	486	0.59342041
6	ENSG00000111877	ENSG00000111877.17	MCM9	118813441	118935162	673	-0.52292773
6	ENSG00000111875	ENSG00000111875.7	ASF1A	118894356	118909167	361	-0.584350287
6	ENSG00000111879	ENSG00000111879.18	FAM184A	118959762	119149387	554	-0.155809429
6	ENSG00000111885	ENSG00000111885.6	MAN1A1	119177208	119349761	728	0.388438484
6	ENSG00000111897	ENSG00000111897.6	SERINC1	122443353	122471822	598	0.28363468
6	ENSG00000172594	ENSG00000172594.12	SMPDL3A	122789048	122809720	692	0.357699796
6	ENSG00000186439	ENSG00000186439.12	TRDN	123216338	123637093	739	0.65050483
6	ENSG00000146373	ENSG00000146373.16	RNF217	124962544	125092633	759	-0.4311549
6	ENSG00000111912	ENSG00000111912.19	NCOA7	125781160	125932030	687	-0.344990174
6	ENSG00000111911	ENSG00000111911.6	HINT3	125956780	125980244	557	-0.27996495
6	ENSG00000066651	ENSG00000066651.18	TRMT11	125986429	126039276	386	-0.534169096
6	ENSG00000146374	ENSG00000146374.13	RSPO3	127118603	127197765	448	-0.103779381
6	ENSG00000152894	ENSG00000152894.14	PTPRK	127968778	128520674	749	-0.443030947
6	ENSG00000196569	ENSG00000196569.11	LAMA2	128883140	129516569	813	0.502848541
6	ENSG00000146376	ENSG00000146376.10	ARHGAP18	129576131	129710225	703	-0.490579481
6	ENSG00000198945	ENSG00000198945.7	L3MBTL3	130013698	130141451	567	1.079712958
6	ENSG00000164483	ENSG00000164483.16	SAMD3	130144314	130365425	512	0.335392809
6	ENSG00000164484	ENSG00000164484.11	TMEM200A	130365733	130443063	409	0.740030708
6	ENSG00000079819	ENSG00000079819.18	EPB41L2	130839346	131063322	672	0.314835813
6	ENSG00000112282	ENSG00000112282.17	MED23	131573965	131628229	413	0.026974517
6	ENSG00000154269	ENSG00000154269.14	ENPP3	131628441	131747418	194	-0.294283203
6	ENSG00000197594	ENSG00000197594.11	ENPP1	131808015	131895155	594	0.550822829
6	ENSG00000093134	ENSG00000093134.14	VNN3	132722786	132734765	314	-0.433262678
6	ENSG00000112303	ENSG00000112303.13	VNN2	132743869	132763459	427	0.718745555
6	ENSG00000112306	ENSG00000112306.7	RPS12	132814440	132817564	488	2.097136569
6	ENSG00000112319	ENSG00000112319.17	EYA4	133240597	133532120	716	0.727771471
6	ENSG00000118526	ENSG00000118526.6	TCF21	133889430	133895553	470	-0.140169638
6	ENSG00000146411	ENSG00000146411.5	SLC2A12	133990432	134052636	551	-0.565156926
6	ENSG00000118515	ENSG00000118515.11	SGK1	134169245	134318112	581	0.432999138
6	ENSG00000112339	ENSG00000112339.14	HBS1L	134960377	135103056	524	0.256403157
6	ENSG00000135541	ENSG00000135541.20	AHI1	135283531	135497776	667	0.313759912
6	ENSG00000171408	ENSG00000171408.13	PDE7B	135851695	136195574	697	-0.477607297
6	ENSG00000016402	ENSG00000016402.13	IL20RA	136999970	137045180	485	-0.135468367
6	ENSG00000112378	ENSG00000112378.11	PERP	138088504	138107511	741	2.625895134
6	ENSG00000112379	ENSG00000112379.8	ARFGEF3	138161920	138344663	278	-0.61618503
6	ENSG00000135540	ENSG00000135540.11	NHSL1	138422197	138692547	649	-0.489038049
6	ENSG00000203734	ENSG00000203734.11	ECT2L	138795925	138903492	659	0.480721045
6	ENSG00000146386	ENSG00000146386.7	ABRACL	139028681	139043302	511	-0.448665872
6	ENSG00000112406	ENSG00000112406.4	HECA	139135111	139180802	462	-0.388292739
6	ENSG00000164442	ENSG00000164442.9	CITED2	139371806	139374620	445	1.045363002
6	ENSG00000009844	ENSG00000009844.15	VTA1	142147161	142224689	494	-0.433780833
6	ENSG00000112414	ENSG00000112414.14	ADGRG6	142301853	142446266	371	-0.231282123
6	ENSG00000010818	ENSG00000010818.9	HIVEP2	142751466	142956698	787	-0.489719946
6	ENSG00000146416	ENSG00000146416.17	AIG1	143060495	143340304	736	-0.353388441
6	ENSG00000189007	ENSG00000189007.15	ADAT2	143422831	143450673	597	0.498750026
6	ENSG00000001036	ENSG00000001036.13	FUCA2	143494810	143511690	645	-0.154309898
6	ENSG00000112419	ENSG00000112419.14	PHACTR2	143536844	143831185	797	-0.158479234
6	ENSG00000135521	ENSG00000135521.8	LTV1	143843343	143863812	367	-0.516202525
6	ENSG00000118495	ENSG00000118495.18	PLAGL1	143940299	144064599	722	3.831402232
6	ENSG00000112425	ENSG00000112425.14	EPM2A	145382534	145735569	624	-0.376722622
6	ENSG00000146414	ENSG00000146414.15	SHPRH	145864244	145964423	580	-0.338451347
6	ENSG00000164506	ENSG00000164506.14	STXBP5	147204614	147390476	512	-0.279448258
6	ENSG00000111961	ENSG00000111961.17	SASH1	148342592	148552050	811	0.126359428
6	ENSG00000111962	ENSG00000111962.7	UST	148747327	149076990	748	0.050043314
6	ENSG00000055208	ENSG00000055208.18	TAB2	149317533	149411613	505	-0.257843983
6	ENSG00000186625	ENSG00000186625.13	KATNA1	149594872	149648972	436	-0.543243039
6	ENSG00000131023	ENSG00000131023.12	LATS1	149658152	149716425	523	-0.420170598
6	ENSG00000120253	ENSG00000120253.13	NUP43	149724314	149749442	506	-0.245839083
6	ENSG00000120265	ENSG00000120265.16	PCMT1	149749665	149811420	400	2.132821799
6	ENSG00000120256	ENSG00000120256.9	LRP11	149818797	149863493	488	0.861878619
6	ENSG00000164520	ENSG00000164520.11	RAET1E	149883374	149898102	526	1.181626209
6	ENSG00000120278	ENSG00000120278.15	PLEKHG1	150599882	150843665	813	-0.131510523
6	ENSG00000120254	ENSG00000120254.15	MTHFD1L	150865548	151101887	823	0.136083274
6	ENSG00000131016	ENSG00000131016.16	AKAP12	151239998	151358557	705	1.816930617
6	ENSG00000181472	ENSG00000181472.4	ZBTB2	151364116	151391548	480	-0.532361604
6	ENSG00000155906	ENSG00000155906.16	RMND1	151404762	151452181	549	0.045998368
6	ENSG00000146476	ENSG00000146476.10	ARMT1	151452257	151470101	464	-0.520332432
6	ENSG00000091831	ENSG00000091831.22	ESR1	151656690	152129619	791	0.431264817
6	ENSG00000131018	ENSG00000131018.22	SYNE1	152121683	152637801	826	0.967591709
6	ENSG00000120279	ENSG00000120279.6	MYCT1	152697894	152724567	567	-0.479573268
6	ENSG00000112029	ENSG00000112029.9	FBXO5	152970528	152983579	529	-0.564674371
6	ENSG00000112031	ENSG00000112031.15	MTRF1L	152987361	153002685	577	-0.509750096
6	ENSG00000091844	ENSG00000091844.7	RGS17	153004458	153131249	670	0.018502669
6	ENSG00000153721	ENSG00000153721.18	CNKSR3	154387503	154510659	803	-0.213925596
6	ENSG00000213079	ENSG00000213079.9	SCAF8	154733324	154834244	424	-0.533678004
6	ENSG00000146426	ENSG00000146426.17	TIAM2	154995353	155257508	746	1.094027633
6	ENSG00000029639	ENSG00000029639.10	TFB1M	155257723	155314493	691	0.029931695
6	ENSG00000171217	ENSG00000171217.5	CLDN20	155264012	155276548	601	-0.546872669
6	ENSG00000049618	ENSG00000049618.22	ARID1B	156777431	157210779	769	-0.497976004
6	ENSG00000175048	ENSG00000175048.16	ZDHHC14	157381132	157678146	809	0.04605869
6	ENSG00000130340	ENSG00000130340.15	SNX9	157700386	157945077	738	0.071737558
6	ENSG00000078269	ENSG00000078269.14	SYNJ2	157981886	158099176	788	1.218243222
6	ENSG00000122335	ENSG00000122335.13	SERAC1	158109514	158168270	580	-0.557863449
6	ENSG00000272047	ENSG00000272047.1	GTF2H5	158168351	158199344	625	-0.570427679
6	ENSG00000130338	ENSG00000130338.12	TULP4	158232235	158511828	775	0.104023516
6	ENSG00000146433	ENSG00000146433.8	TMEM181	158536435	158635428	701	0.67620813
6	ENSG00000146425	ENSG00000146425.10	DYNLT1	158636473	158644739	519	-0.029458765
6	ENSG00000164674	ENSG00000164674.15	SYTL3	158650013	158764876	773	-0.136040061
6	ENSG00000164694	ENSG00000164694.16	FNDC1	159169396	159272109	579	2.820536432
6	ENSG00000112096	ENSG00000112096.16	SOD2	159669056	159762494	685	4.125063453
6	ENSG00000146457	ENSG00000146457.14	WTAP	159725584	159756319	672	-0.133680467
6	ENSG00000197081	ENSG00000197081.12	IGF2R	159969098	160113507	735	1.998409301
6	ENSG00000175003	ENSG00000175003.12	SLC22A1	160121788	160158718	474	-0.315988772
6	ENSG00000085511	ENSG00000085511.19	MAP3K4	161022193	161117385	548	-0.55120438
6	ENSG00000026652	ENSG00000026652.13	AGPAT4	161129978	161274061	679	0.144677059
6	ENSG00000185345	ENSG00000185345.18	PARK2	161347419	162727771	824	-0.24718847
6	ENSG00000112531	ENSG00000112531.16	QKI	163413999	163578596	567	0.347320942
6	ENSG00000112541	ENSG00000112541.13	PDE10A	165327286	165986603	814	-0.041920134
6	ENSG00000198818	ENSG00000198818.9	SFT2D1	166319727	166342591	697	-0.035568871
6	ENSG00000060762	ENSG00000060762.18	MPC1	166364918	166383013	561	-0.009652257
6	ENSG00000071242	ENSG00000071242.11	RPS6KA2	166409363	166906451	818	0.158677578
6	ENSG00000112494	ENSG00000112494.9	UNC93A	167271168	167316019	283	-0.052852445
6	ENSG00000130396	ENSG00000130396.20	AFDN	167826921	167972023	702	1.141502855
6	ENSG00000112562	ENSG00000112562.18	SMOC2	168441150	168673445	695	1.373893533
6	ENSG00000186340	ENSG00000186340.14	THBS2	169215779	169254044	790	4.112500743
6	ENSG00000184465	ENSG00000184465.15	WDR27	169457211	169702048	684	1.018473048
6	ENSG00000198719	ENSG00000198719.8	DLL1	170282205	170306565	536	0.1059745
6	ENSG00000008018	ENSG00000008018.8	PSMB1	170535116	170553341	657	-0.32050536
7	ENSG00000177706	ENSG00000177706.8	FAM20C	192968	260745	791	2.785247604
7	ENSG00000197461	ENSG00000197461.13	PDGFA	497257	520296	724	0.284439129
7	ENSG00000188191	ENSG00000188191.14	PRKAR1B	549196	727650	792	1.131528082
7	ENSG00000164818	ENSG00000164818.15	DNAAF5	726977	786475	609	0.911482756
7	ENSG00000164828	ENSG00000164828.17	SUN1	816614	874920	663	1.280690478
7	ENSG00000239857	ENSG00000239857.6	GET4	876551	896436	721	0.07562713
7	ENSG00000240230	ENSG00000240230.5	COX19	966074	975599	639	-0.388564992
7	ENSG00000073067	ENSG00000073067.13	CYP2W1	983198	989640	346	2.50642981
7	ENSG00000146540	ENSG00000146540.14	C7orf50	996985	1138260	726	3.048931745
7	ENSG00000164849	ENSG00000164849.9	GPR146	1044575	1057764	646	1.306477998
7	ENSG00000164850	ENSG00000164850.14	GPER1	1082207	1093815	678	1.707044457
7	ENSG00000178381	ENSG00000178381.11	ZFAND2A	1152070	1160759	619	1.466824637
7	ENSG00000164877	ENSG00000164877.18	MICALL2	1434365	1459502	486	1.516785612
7	ENSG00000198517	ENSG00000198517.9	MAFK	1530713	1542234	554	-0.252529185
7	ENSG00000164855	ENSG00000164855.15	TMEM184A	1543043	1560821	592	3.13523548
7	ENSG00000157778	ENSG00000157778.8	PSMG3	1567329	1571005	201	-0.148110344
7	ENSG00000225968	ENSG00000225968.7	ELFN1	1688118	1747954	436	-0.681501268
7	ENSG00000002822	ENSG00000002822.15	MAD1L1	1815792	2233243	746	0.555327115
7	ENSG00000122687	ENSG00000122687.17	MRM2	2234230	2242198	424	-0.612662003
7	ENSG00000106266	ENSG00000106266.10	SNX8	2251769	2354318	672	0.115495244
7	ENSG00000136213	ENSG00000136213.9	CHST12	2403559	2448483	634	-0.289600006
7	ENSG00000106009	ENSG00000106009.15	BRAT1	2537876	2555727	427	0.389343435
7	ENSG00000106012	ENSG00000106012.17	IQCE	2558971	2614734	763	0.286306337
7	ENSG00000136295	ENSG00000136295.14	TTYH3	2631950	2664802	708	0.925696403
7	ENSG00000198286	ENSG00000198286.9	CARD11	2906140	3043945	729	-0.357507932
7	ENSG00000146555	ENSG00000146555.18	SDK1	3301447	4269000	823	1.527737188
7	ENSG00000164916	ENSG00000164916.10	FOXK1	4682308	4771443	640	-0.12770025
7	ENSG00000242802	ENSG00000242802.6	AP5Z1	4775621	4791768	239	0.295819223
7	ENSG00000157927	ENSG00000157927.16	RADIL	4797054	4883719	576	0.176958586
7	ENSG00000157954	ENSG00000157954.14	WIPI2	5190187	5233826	696	-0.26531398
7	ENSG00000164638	ENSG00000164638.10	SLC29A4	5274368	5306789	672	1.35140677
7	ENSG00000182095	ENSG00000182095.14	TNRC18	5306870	5425414	813	-0.4610477
7	ENSG00000155034	ENSG00000155034.18	FBXL18	5431334	5513798	733	-0.287265168
7	ENSG00000122674	ENSG00000122674.11	CCZ1	5898733	5926550	677	-0.21834868
7	ENSG00000155026	ENSG00000155026.16	RSPH10B	5925549	5970683	315	0.033101142
7	ENSG00000106346	ENSG00000106346.11	USP42	6104883	6161564	515	-0.68612479
7	ENSG00000178397	ENSG00000178397.12	FAM220A	6329408	6348981	543	-0.498826133
7	ENSG00000136240	ENSG00000136240.9	KDELR2	6461080	6484242	628	-0.059975244
7	ENSG00000215045	ENSG00000215045.8	GRID2IP	6497461	6551436	595	-0.622299378
7	ENSG00000136247	ENSG00000136247.14	ZDHHC4	6577433	6589374	562	0.477429615
7	ENSG00000146576	ENSG00000146576.12	C7orf26	6590016	6608726	660	-0.657946162
7	ENSG00000236609	ENSG00000236609.3	ZNF853	6615616	6624290	604	-0.51526584
7	ENSG00000205903	ENSG00000205903.6	ZNF316	6637321	6656432	652	-0.203205076
7	ENSG00000164631	ENSG00000164631.18	ZNF12	6688432	6706923	470	-0.368181319
7	ENSG00000146574	ENSG00000146574.15	CCZ1B	6794133	6826770	630	-0.24331778
7	ENSG00000215018	ENSG00000215018.9	COL28A1	7356202	7535853	624	1.329939324
7	ENSG00000164654	ENSG00000164654.15	MIOS	7566996	7607496	446	-0.160363498
7	ENSG00000106399	ENSG00000106399.11	RPA3	7636517	7718607	456	-0.631507308
7	ENSG00000219545	ENSG00000219545.11	UMAD1	7641503	7968020	825	0.068668332
7	ENSG00000106415	ENSG00000106415.12	GLCCI1	7968793	8094272	633	0.769445678
7	ENSG00000106443	ENSG00000106443.15	PHF14	10973871	11169630	659	-0.322207036
7	ENSG00000005108	ENSG00000005108.15	THSD7A	11370356	11832198	815	0.113196101
7	ENSG00000122644	ENSG00000122644.12	ARL4A	12686855	12690934	654	0.112203381
7	ENSG00000006468	ENSG00000006468.13	ETV1	13891227	13991425	715	-0.412826962
7	ENSG00000136267	ENSG00000136267.13	DGKB	14145048	14974777	606	-0.107529353
7	ENSG00000171243	ENSG00000171243.7	SOSTDC1	16461480	16530580	404	0.163258034
7	ENSG00000106524	ENSG00000106524.8	ANKMY2	16599775	16645817	781	-0.152249002
7	ENSG00000136261	ENSG00000136261.14	BZW2	16646130	16706523	734	-0.461451764
7	ENSG00000106537	ENSG00000106537.7	TSPAN13	16753534	16784536	722	0.992704184
7	ENSG00000106541	ENSG00000106541.11	AGR2	16791810	16833433	431	1.35658685
7	ENSG00000106546	ENSG00000106546.12	AHR	17298621	17346152	566	-0.549865537
7	ENSG00000071189	ENSG00000071189.21	SNX13	17790760	17940501	615	-0.271322698
7	ENSG00000048052	ENSG00000048052.21	HDAC9	18086948	19002416	824	0.216133201
7	ENSG00000183742	ENSG00000183742.12	MACC1	20134654	20217404	592	-0.428650633
7	ENSG00000105855	ENSG00000105855.9	ITGB8	20330701	20415754	674	0.112537669
7	ENSG00000105866	ENSG00000105866.13	SP4	21428033	21514822	581	-0.54689185
7	ENSG00000105877	ENSG00000105877.17	DNAH11	21543214	21900120	802	1.97497986
7	ENSG00000164649	ENSG00000164649.19	CDCA7L	21900899	21946084	714	1.745397541
7	ENSG00000136237	ENSG00000136237.18	RAPGEF5	22118237	22357144	800	0.902093128
7	ENSG00000105889	ENSG00000105889.14	STEAP1B	22419443	22632925	735	2.189776247
7	ENSG00000196683	ENSG00000196683.10	TOMM7	22812627	22822852	613	0.255131199
7	ENSG00000122591	ENSG00000122591.11	FAM126A	22889370	23014130	711	0.80502857
7	ENSG00000164548	ENSG00000164548.10	TRA2A	23504779	23532041	579	-0.395353695
7	ENSG00000169193	ENSG00000169193.11	CCDC126	23597378	23644708	477	-0.628458803
7	ENSG00000188732	ENSG00000188732.10	FAM221A	23680129	23703249	605	0.746202214
7	ENSG00000122585	ENSG00000122585.7	NPY	24284162	24291865	381	1.017393596
7	ENSG00000105926	ENSG00000105926.15	MPP6	24573267	24694193	393	0.243621014
7	ENSG00000105928	ENSG00000105928.13	DFNA5	24698352	24758113	611	1.793544804
7	ENSG00000070882	ENSG00000070882.12	OSBPL3	24796538	24981634	762	-0.037384846
7	ENSG00000153790	ENSG00000153790.11	C7orf31	25134696	25180356	598	-0.444391744
7	ENSG00000050344	ENSG00000050344.8	NFE2L3	26152239	26187125	543	-0.498826133
7	ENSG00000122566	ENSG00000122566.20	HNRNPA2B1	26189926	26200793	337	-0.543334208
7	ENSG00000122565	ENSG00000122565.18	CBX3	26201161	26213356	149	-0.746351698
7	ENSG00000086300	ENSG00000086300.15	SNX10	26291894	26374329	431	0.14444819
7	ENSG00000005020	ENSG00000005020.12	SKAP2	26667061	26995239	546	0.848455181
7	ENSG00000106049	ENSG00000106049.8	HIBADH	27525441	27662995	683	-0.204558735
7	ENSG00000106052	ENSG00000106052.13	TAX1BP1	27739330	27844564	657	-0.40206205
7	ENSG00000153814	ENSG00000153814.11	JAZF1	27830572	28180743	752	-0.35571193
7	ENSG00000146592	ENSG00000146592.16	CREB5	28299320	28825894	767	-0.278663695
7	ENSG00000255690	ENSG00000255690.2	TRIL	28953357	28958292	450	-0.41980063
7	ENSG00000106066	ENSG00000106066.14	CPVL	28995230	29195451	776	1.328390127
7	ENSG00000106069	ENSG00000106069.21	CHN2	29122273	29514224	820	1.021960015
7	ENSG00000176532	ENSG00000176532.3	PRR15	29563810	29567295	504	-0.602130803
7	ENSG00000122574	ENSG00000122574.10	WIPF3	29806485	29917066	661	0.902181791
7	ENSG00000136193	ENSG00000136193.16	SCRN1	29920102	29990289	512	1.290358721
7	ENSG00000106080	ENSG00000106080.10	FKBP14	30010586	30026684	409	-0.586436998
7	ENSG00000106086	ENSG00000106086.18	PLEKHA8	30027403	30130483	358	-0.450899243
7	ENSG00000180354	ENSG00000180354.15	MTURN	30134809	30162762	682	0.778521851
7	ENSG00000106100	ENSG00000106100.10	NOD1	30424526	30478784	660	-0.02875484
7	ENSG00000006625	ENSG00000006625.17	GGCT	30496620	30504844	684	-0.205547988
7	ENSG00000106125	ENSG00000106125.14	MINDY4	30771416	30892387	655	0.427683878
7	ENSG00000180347	ENSG00000180347.13	CCDC129	31514070	31658720	457	0.2326569
7	ENSG00000154678	ENSG00000154678.16	PDE1C	31751178	32299329	801	0.088767183
7	ENSG00000106355	ENSG00000106355.9	LSM5	32485331	32495283	613	-0.302111866
7	ENSG00000105778	ENSG00000105778.18	AVL9	32495425	32588721	692	-0.232717009
7	ENSG00000170852	ENSG00000170852.10	KBTBD2	32868171	32894131	579	-0.071451092
7	ENSG00000122642	ENSG00000122642.10	FKBP9	32957403	33006931	711	-0.005118416
7	ENSG00000164610	ENSG00000164610.8	RP9	33094796	33109390	602	-0.447294175
7	ENSG00000122507	ENSG00000122507.20	BBS9	33129243	33606068	732	-0.341354125
7	ENSG00000164619	ENSG00000164619.8	BMPER	33904910	34155872	650	-0.499945761
7	ENSG00000122545	ENSG00000122545.18	7-Sep	35800931	35907105	497	-0.274763052
7	ENSG00000122547	ENSG00000122547.10	EEPD1	36153148	36301543	797	0.740729314
7	ENSG00000164542	ENSG00000164542.12	KIAA0895	36324220	36390125	488	-0.373379331
7	ENSG00000136250	ENSG00000136250.11	AOAH	36512948	36724549	799	0.233702455
7	ENSG00000155849	ENSG00000155849.15	ELMO1	36854360	37449249	808	-0.118581899
7	ENSG00000086289	ENSG00000086289.11	EPDR1	37920560	37951941	687	1.595141963
7	ENSG00000106483	ENSG00000106483.11	SFRP4	37905931	38025695	777	3.040952779
7	ENSG00000010270	ENSG00000010270.13	STARD3NL	38178221	38230671	691	-0.125155845
7	ENSG00000006715	ENSG00000006715.15	VPS41	38722962	38932394	721	0.047758158
7	ENSG00000006451	ENSG00000006451.7	RALA	39623482	39708124	557	-0.40021348
7	ENSG00000065883	ENSG00000065883.14	CDK13	39950036	40097134	609	-0.485275987
7	ENSG00000175600	ENSG00000175600.15	SUGCT	40134976	40860763	672	0.39457204
7	ENSG00000106571	ENSG00000106571.12	GLI3	41960949	42237059	782	-0.521476895
7	ENSG00000164543	ENSG00000164543.5	STK17A	43582757	43626786	653	1.795878237
7	ENSG00000106603	ENSG00000106603.18	COA1	43608455	43729717	657	1.708217285
7	ENSG00000106605	ENSG00000106605.10	BLVRA	43758679	43807342	613	0.23327853
7	ENSG00000106608	ENSG00000106608.16	URGCP	43875893	43926411	600	0.000675077
7	ENSG00000078967	ENSG00000078967.12	UBE2D4	43926437	43956136	637	-0.008490209
7	ENSG00000136279	ENSG00000136279.20	DBNL	44044639	44069456	593	0.39510989
7	ENSG00000122678	ENSG00000122678.16	POLM	44072246	44082540	516	0.05337516
7	ENSG00000106624	ENSG00000106624.10	AEBP1	44104360	44114562	617	4.090611109
7	ENSG00000106628	ENSG00000106628.10	POLD2	44114680	44124358	525	-0.549504893
7	ENSG00000106633	ENSG00000106633.15	GCK	44144270	44198170	216	-0.664147869
7	ENSG00000106636	ENSG00000106636.7	YKT6	44200967	44214294	587	-0.18517961
7	ENSG00000058404	ENSG00000058404.19	CAMK2B	44217149	44334577	654	0.081479331
7	ENSG00000015676	ENSG00000015676.17	NUDCD3	44379120	44490880	520	-0.224303756
7	ENSG00000015520	ENSG00000015520.14	NPC1L1	44512534	44541315	160	-0.420730886
7	ENSG00000136271	ENSG00000136271.10	DDX56	44565416	44575051	510	-0.4215517
7	ENSG00000158604	ENSG00000158604.14	TMED4	44577893	44582287	539	-0.334444897
7	ENSG00000105953	ENSG00000105953.14	OGDH	44606571	44709066	609	0.07562713
7	ENSG00000122515	ENSG00000122515.14	ZMIZ2	44748580	44769881	572	0.020425127
7	ENSG00000196262	ENSG00000196262.13	PPIA	44796679	44824564	540	-0.074985744
7	ENSG00000105968	ENSG00000105968.18	H2AFV	44826790	44848083	552	0.138029395
7	ENSG00000146676	ENSG00000146676.8	PURB	44876292	44884952	517	-0.388909653
7	ENSG00000136286	ENSG00000136286.14	MYO1G	44962661	44979098	597	-0.533413401
7	ENSG00000136280	ENSG00000136280.15	CCM2	44999474	45076469	595	0.615957331
7	ENSG00000136274	ENSG00000136274.8	NACAD	45080437	45088914	632	-0.520880597
7	ENSG00000136270	ENSG00000136270.13	TBRG4	45100099	45112047	556	-0.3270695
7	ENSG00000122679	ENSG00000122679.8	RAMP3	45157790	45186302	595	1.730388369
7	ENSG00000164742	ENSG00000164742.14	ADCY1	45574139	45723116	639	-0.189411598
7	ENSG00000146674	ENSG00000146674.14	IGFBP3	45912244	45921874	616	2.076281565
7	ENSG00000136205	ENSG00000136205.16	TNS3	47275153	47582558	800	2.174683318
7	ENSG00000136273	ENSG00000136273.11	HUS1	47695729	47979581	796	0.05278811
7	ENSG00000183696	ENSG00000183696.13	UPP1	48088627	48108733	528	1.300665534
7	ENSG00000185811	ENSG00000185811.16	IKZF1	50304123	50405101	631	-0.414163072
7	ENSG00000106070	ENSG00000106070.17	GRB10	50590062	50793462	776	3.460306683
7	ENSG00000106078	ENSG00000106078.17	COBL	51016211	51316818	754	0.007100505
7	ENSG00000132432	ENSG00000132432.13	SEC61G	54752249	54759974	542	-0.436332411
7	ENSG00000146648	ENSG00000146648.17	EGFR	55019020	55211628	817	0.405893218
7	ENSG00000132434	ENSG00000132434.9	LANCL2	55365447	55433742	668	-0.450059016
7	ENSG00000154978	ENSG00000154978.12	VOPP1	55436055	55572988	656	0.047913929
7	ENSG00000146729	ENSG00000146729.9	GBAS	55951792	56000181	643	-0.183298597
7	ENSG00000239789	ENSG00000239789.5	MRPS17	55951962	55956501	460	-0.357028573
7	ENSG00000146731	ENSG00000146731.10	CCT6A	56051629	56063989	609	-0.419287385
7	ENSG00000129103	ENSG00000129103.17	SUMF2	56064001	56080282	637	-0.23981289
7	ENSG00000164776	ENSG00000164776.9	PHKG1	56080670	56092996	558	-0.56912172
7	ENSG00000214652	ENSG00000214652.5	ZNF727	64045442	64078549	399	-0.041878889
7	ENSG00000234444	ENSG00000234444.9	ZNF736	64307458	64354860	642	0.057742369
7	ENSG00000173041	ENSG00000173041.11	ZNF680	64519883	64563106	635	-0.248340534
7	ENSG00000196247	ENSG00000196247.11	ZNF107	64666082	64711582	596	2.490189938
7	ENSG00000197008	ENSG00000197008.9	ZNF138	64794387	64833681	546	0.308702257
7	ENSG00000198039	ENSG00000198039.11	ZNF273	64870171	64930966	559	4.306924897
7	ENSG00000152926	ENSG00000152926.14	ZNF117	64971775	64990808	548	2.577715027
